feet	Rank	RankPrev	Player	Roundsp	percentMade	Attempts	Putts_made
22.5	1	1	Camilo Villegas	58	24.56	57	14
22.5	2	2	Bronson Burgoon	37	23.68	38	9
22.5	3	3	Louis Oosthuizen	33	23.26	43	10
22.5	T4	T4	Jim Knous	35	22.73	22	5
22.5	T4	T4	Vaughn Taylor	39	22.73	22	5
22.5	6	6	Callum Tarren	45	22.50	40	9
22.5	7	8	Scottie Scheffler	67	21.43	70	15
22.5	T8	9	Dustin Johnson	37	21.21	33	7
22.5	T8	11	Matthew Wolff	46	21.21	33	7
22.5	10	10	Graeme McDowell	44	20.93	43	9
22.5	T11	T25	Joaquin Niemann	58	20.00	55	11
22.5	T11	T13	Cameron Young	61	20.00	75	15
22.5	13	15	Michael Thompson	64	19.74	76	15
22.5	14	12	Adam Scott	48	19.70	66	13
22.5	15	T16	Brian Gay	39	19.44	36	7
22.5	16	T13	Robert Streb	59	19.40	67	13
22.5	17	18	Keegan Bradley	65	19.18	73	14
22.5	T18	T16	Patrick Cantlay	43	19.05	42	8
22.5	T18	7	Rory McIlroy	34	19.05	42	8
22.5	20	21	Luke List	65	18.75	64	12
22.5	21	20	Maverick McNealy	69	18.67	75	14
22.5	22	22	Rory Sabbatini	39	18.60	43	8
22.5	23	24	Dylan Wu	53	18.18	44	8
22.5	24	19	Kurt Kitayama	54	17.86	56	10
22.5	25	23	Beau Hossler	56	17.81	73	13
22.5	26	48	Lanto Griffin	72	17.44	86	15
22.5	T27	T81	Shane Lowry	43	17.39	46	8
22.5	T27	T25	Matthias Schwab	54	17.39	46	8
22.5	29	27	Ben Kohles	47	17.14	35	6
22.5	30	35	Mito Pereira	74	17.05	88	15
22.5	31	29	Francesco Molinari	45	16.98	53	9
22.5	32	30	Tony Finau	55	16.90	71	12
22.5	33	T31	Troy Merritt	69	16.87	83	14
22.5	T34	T31	Harry Higgs	64	16.67	72	12
22.5	T34	T31	Kevin Tway	59	16.67	60	10
22.5	36	36	Paul Barjon	51	16.42	67	11
22.5	37	37	Harold Varner III	54	16.36	55	9
22.5	38	38	Ian Poulter	45	16.33	49	8
22.5	39	39	Ryan Armour	40	16.28	43	7
22.5	T40	T40	Hayden Buckley	61	16.22	74	12
22.5	T40	T40	Greyson Sigg	68	16.22	74	12
22.5	42	T31	Matt Jones	61	16.13	62	10
22.5	43	28	Emiliano Grillo	62	16.05	81	13
22.5	T44	T42	Trey Mullinax	56	16.00	50	8
22.5	T44	T42	Sebastián Muñoz	62	16.00	75	12
22.5	46	T45	Lee Hodges	65	15.91	88	14
22.5	47	47	Sung Kang	66	15.87	63	10
22.5	48	49	Chad Ramey	65	15.79	57	9
22.5	T49	T91	Brandt Snedeker	53	15.38	52	8
22.5	T49	50	Scott Stallings	70	15.38	78	12
22.5	51	T52	Viktor Hovland	57	15.28	72	11
22.5	T52	T56	Webb Simpson	45	15.09	53	8
22.5	T52	T56	Jared Wolfe	45	15.09	53	8
22.5	54	T52	Adam Long	71	15.05	93	14
22.5	55	T58	Richy Werenski	50	14.89	47	7
22.5	T56	T42	Brandon Hagy	61	14.81	54	8
22.5	T56	60	Brendon Todd	65	14.81	54	8
22.5	58	T45	Brandon Wu	56	14.58	48	7
22.5	59	65	Max McGreevy	54	14.55	55	8
22.5	60	80	Luke Donald	51	14.52	62	9
22.5	T61	T66	Jason Kokrak	55	14.49	69	10
22.5	T61	T66	Roger Sloan	54	14.49	69	10
22.5	63	T69	Hudson Swafford	64	14.47	76	11
22.5	T64	T69	Talor Gooch	72	14.29	63	9
22.5	T64	T69	Tyrrell Hatton	46	14.29	35	5
22.5	T64	T69	Brooks Koepka	45	14.29	56	8
22.5	T64	T54	Patrick Rodgers	65	14.29	70	10
22.5	T64	T58	Xander Schauffele	51	14.29	49	7
22.5	T64	63	Alex Smalley	69	14.29	84	12
22.5	70	51	Cameron Tringale	73	14.10	78	11
22.5	T71	T77	Charles Howell III	46	14.08	71	10
22.5	T71	T54	Erik van Rooyen	47	14.08	71	10
22.5	73	86	Taylor Moore	60	13.95	86	12
22.5	74	76	Seung-Yul Noh	47	13.89	36	5
22.5	75	T61	Ryan Palmer	55	13.85	65	9
22.5	76	68	Si Woo Kim	76	13.79	87	12
22.5	77	89	David Lipsky	70	13.75	80	11
22.5	78	64	Denny McCarthy	80	13.59	103	14
22.5	T79	T81	Kevin Na	42	13.51	37	5
22.5	T79	T77	Pat Perez	62	13.51	74	10
22.5	81	T69	Justin Lower	52	13.46	52	7
22.5	T82	T116	Jason Dufner	38	13.33	30	4
22.5	T82	84	Peter Malnati	79	13.33	90	12
22.5	T84	T87	Hideki Matsuyama	53	13.24	68	9
22.5	T84	85	Nick Watney	60	13.24	68	9
22.5	86	74	Sungjae Im	67	13.19	91	12
22.5	87	104	Abraham Ancer	59	13.16	76	10
22.5	88	T61	Martin Laird	48	13.04	69	9
22.5	89	T81	Sahith Theegala	81	12.99	77	10
22.5	90	75	Max Homa	63	12.86	70	9
22.5	91	T91	Matt Wallace	38	12.77	47	6
22.5	92	107	Jordan Spieth	53	12.70	63	8
22.5	T93	T95	Russell Henley	61	12.50	56	7
22.5	T93	T116	Billy Horschel	56	12.50	48	6
22.5	T93	T95	Stephan Jaeger	65	12.50	72	9
22.5	T93	T77	Keith Mitchell	65	12.50	72	9
22.5	T93	T95	David Skinns	48	12.50	40	5
22.5	T93	T95	Martin Trainer	62	12.50	56	7
22.5	99	T95	Kramer Hickok	67	12.35	81	10
22.5	T100	T102	Kevin Chappell	43	12.24	49	6
22.5	T100	T102	Austin Cook	47	12.24	49	6
22.5	102	94	Andrew Putnam	66	12.20	82	10
22.5	103	90	Gary Woodland	53	12.16	74	9
22.5	T104	T105	Jonathan Byrd	39	12.12	33	4
22.5	T104	93	Anirban Lahiri	58	12.12	66	8
22.5	T104	T105	Curtis Thompson	53	12.12	33	4
22.5	107	T95	Jon Rahm	50	12.07	58	7
22.5	T108	132	Joel Dahmen	71	11.90	84	10
22.5	T108	T108	Kevin Kisner	56	11.90	42	5
22.5	T108	101	Seamus Power	69	11.90	84	10
22.5	T108	110	Davis Riley	74	11.90	84	10
22.5	T108	T108	Brian Stuard	75	11.90	84	10
22.5	113	T87	Sepp Straka	79	11.69	77	9
22.5	114	111	Hank Lebioda	60	11.67	60	7
22.5	115	113	Mark Hubbard	48	11.36	44	5
22.5	116	119	Mackenzie Hughes	57	11.32	53	6
22.5	117	114	Branden Grace	50	11.29	62	7
22.5	T118	112	Collin Morikawa	48	11.11	36	4
22.5	T118	T116	Dawie van der Walt	44	11.11	36	4
22.5	120	139	Tom Hoge	79	11.00	100	11
22.5	121	127	K.H. Lee	70	10.96	73	8
22.5	122	133	Adam Hadwin	66	10.87	92	10
22.5	123	115	Sam Ryder	66	10.67	75	8
22.5	124	T168	William McGirt	32	10.64	47	5
22.5	125	124	Tyler Duncan	61	10.45	67	7
22.5	126	122	Lucas Glover	71	10.38	106	11
22.5	127	T125	Henrik Norlander	56	10.34	58	6
22.5	T128	149	Lucas Herbert	45	10.26	39	4
22.5	T128	128	Kyle Stanley	47	10.26	39	4
22.5	130	129	Peter Uihlein	46	10.20	49	5
22.5	131	121	Marc Leishman	61	10.17	59	6
22.5	132	T130	Dylan Frittelli	67	10.14	69	7
22.5	T133	181	Carlos Ortiz	55	10.00	70	7
22.5	T133	T143	J.T. Poston	58	10.00	70	7
22.5	T133	150	Jhonattan Vegas	61	10.00	60	6
22.5	136	120	Wyndham Clark	67	9.86	71	7
22.5	137	134	Justin Thomas	53	9.84	61	6
22.5	138	T125	Matthew NeSmith	76	9.78	92	9
22.5	139	135	Joshua Creel	35	9.76	41	4
22.5	T140	T136	Brett Drewitt	42	9.68	31	3
22.5	T140	138	Rickie Fowler	53	9.68	62	6
22.5	142	151	C.T. Pan	65	9.59	73	7
22.5	143	123	Chris Kirk	66	9.52	63	6
22.5	144	T141	Brice Garnett	63	9.43	53	5
22.5	145	T143	Sam Burns	54	9.38	64	6
22.5	146	T130	Brian Harman	64	9.33	75	7
22.5	T147	T145	Charley Hoffman	51	9.26	54	5
22.5	T147	T145	Jimmy Walker	41	9.26	54	5
22.5	T149	140	Danny Lee	46	9.09	44	4
22.5	T149	T147	Chez Reavie	65	9.09	77	7
22.5	151	T141	Will Zalatoris	61	8.93	56	5
22.5	152	166	Stewart Cink	51	8.45	71	6
22.5	T153	T152	Taylor Pendrith	51	8.33	72	6
22.5	T153	T152	Charl Schwartzel	45	8.33	36	3
22.5	T155	T152	Patton Kizzire	68	8.22	73	6
22.5	T155	156	Austin Smotherman	57	8.22	73	6
22.5	157	T184	Jason Day	48	8.20	61	5
22.5	158	202	Daniel Berger	39	8.16	49	4
22.5	T159	159	Corey Conners	64	8.14	86	7
22.5	T159	157	Kevin Streelman	68	8.14	86	7
22.5	T159	T168	Adam Svensson	72	8.14	86	7
22.5	162	T152	Matt Fitzpatrick	45	8.11	37	3
22.5	163	158	Bill Haas	78	7.94	63	5
22.5	T164	T147	Cam Davis	58	7.69	65	5
22.5	T164	T160	Seth Reeves	49	7.69	39	3
22.5	T164	T160	Justin Rose	43	7.69	39	3
22.5	T164	T160	J.J. Spaun	73	7.69	78	6
22.5	168	167	Tommy Fleetwood	47	7.55	53	4
22.5	169	171	Sergio Garcia	37	7.32	41	3
22.5	170	172	Nick Taylor	66	7.25	69	5
22.5	171	165	Aaron Wise	60	7.23	83	6
22.5	T172	170	Nate Lashley	64	7.14	56	4
22.5	T172	T160	Aaron Rai	73	7.14	70	5
22.5	174	173	Doc Redman	65	7.04	71	5
22.5	175	175	Kiradech Aphibarnrat	43	6.90	29	2
22.5	176	T160	Cameron Smith	44	6.82	44	3
22.5	177	177	Vince Whaley	65	6.56	61	4
22.5	178	178	Jim Herman	43	6.52	46	3
22.5	T179	179	Joseph Bramlett	63	6.45	62	4
22.5	T179	T184	Adam Schenk	75	6.45	93	6
22.5	T181	174	Cameron Champ	40	6.38	47	3
22.5	T181	180	James Hahn	51	6.38	47	3
22.5	183	176	Doug Ghim	66	6.33	79	5
22.5	T184	T182	Kelly Kraft	47	6.12	49	3
22.5	T184	T182	Andrew Novak	54	6.12	49	3
22.5	186	T184	Scott Gutschewski	42	5.88	34	2
22.5	187	187	John Huh	53	5.77	52	3
22.5	188	188	Nick Hardy	39	5.71	35	2
22.5	189	195	Garrick Higgo	48	5.36	56	3
22.5	190	192	Scott Piercy	62	5.26	57	3
22.5	191	193	Chesson Hadley	58	5.17	58	3
22.5	192	191	Matt Kuchar	59	5.06	79	4
22.5	193	T189	Patrick Reed	65	5.00	60	3
22.5	194	T189	Brendan Steele	61	4.92	61	3
22.5	195	201	Alex Noren	58	4.62	65	3
22.5	196	194	Russell Knox	77	4.35	115	5
22.5	197	196	Michael Gligic	53	3.92	51	2
22.5	198	197	Chase Seiffert	37	3.85	26	1
22.5	199	198	Christiaan Bezuidenhout	61	3.39	59	2
22.5	200	T199	Wesley Bryan	37	3.23	31	1
22.5	201	T199	Danny Willett	44	3.13	32	1
22.5	202	203	Zach Johnson	48	.00	64	0
17.5	1	2	Matt Kuchar	59	30.77	91	28
17.5	2	1	Jim Knous	35	30.30	33	10
17.5	3	3	Martin Trainer	62	29.21	89	26
17.5	4	4	Sebastián Muñoz	62	28.87	97	28
17.5	5	T9	Lucas Herbert	45	28.57	42	12
17.5	6	6	Ian Poulter	45	28.33	60	17
17.5	7	8	Davis Riley	74	28.32	113	32
17.5	8	7	Joshua Creel	35	28.13	32	9
17.5	9	T9	Brian Gay	39	27.78	54	15
17.5	10	T15	Beau Hossler	56	27.59	87	24
17.5	T11	12	Rory Sabbatini	39	27.54	69	19
17.5	T11	5	Matthew Wolff	46	27.54	69	19
17.5	13	13	Callum Tarren	45	27.27	55	15
17.5	14	14	Seth Reeves	49	26.98	63	17
17.5	15	11	Denny McCarthy	80	26.67	120	32
17.5	16	T15	Carlos Ortiz	55	26.19	84	22
17.5	17	20	Sepp Straka	79	26.04	96	25
17.5	18	18	Brice Garnett	63	25.97	77	20
17.5	19	T29	Keith Mitchell	65	25.81	93	24
17.5	20	21	Kevin Chappell	43	25.49	51	13
17.5	21	19	William McGirt	32	25.40	63	16
17.5	22	17	Kramer Hickok	67	25.29	87	22
17.5	23	T22	Alex Noren	58	25.00	72	18
17.5	24	31	David Lipsky	70	24.58	118	29
17.5	25	24	Ben Kohles	47	24.53	53	13
17.5	26	T109	Charles Howell III	46	24.00	75	18
17.5	27	26	Collin Morikawa	48	23.88	67	16
17.5	28	36	Max Homa	63	23.53	85	20
17.5	29	T29	Andrew Putnam	66	23.40	94	22
17.5	T30	27	Jason Day	48	23.33	60	14
17.5	T30	T22	Matt Fitzpatrick	45	23.33	60	14
17.5	32	33	Patton Kizzire	68	22.99	87	20
17.5	T33	35	Stephan Jaeger	65	22.92	96	22
17.5	T33	25	Rory McIlroy	34	22.92	48	11
17.5	35	34	Nate Lashley	64	22.62	84	19
17.5	36	32	Nick Watney	60	22.58	93	21
17.5	37	38	Peter Uihlein	46	22.45	49	11
17.5	38	39	James Hahn	51	22.39	67	15
17.5	39	T40	Jimmy Walker	41	22.22	63	14
17.5	40	37	Adam Svensson	72	22.00	100	22
17.5	41	43	Sam Burns	54	21.88	96	21
17.5	42	44	Hayden Buckley	61	21.82	110	24
17.5	43	46	Sergio Garcia	37	21.74	46	10
17.5	44	42	Hudson Swafford	64	21.70	106	23
17.5	45	45	Corey Conners	64	21.69	83	18
17.5	46	50	Peter Malnati	79	21.64	134	29
17.5	47	47	Justin Thomas	53	21.43	70	15
17.5	48	49	Wesley Bryan	37	21.28	47	10
17.5	T49	T51	Sung Kang	66	21.25	80	17
17.5	T49	T40	Brandt Snedeker	53	21.25	80	17
17.5	51	63	Brandon Hagy	61	21.13	71	15
17.5	T52	T53	Kevin Kisner	56	21.05	76	16
17.5	T52	T53	Roger Sloan	54	21.05	76	16
17.5	54	55	Curtis Thompson	53	20.97	62	13
17.5	T55	T56	Brooks Koepka	45	20.83	72	15
17.5	T55	T56	Chase Seiffert	37	20.83	48	10
17.5	57	59	Jason Kokrak	55	20.73	82	17
17.5	58	T60	Scott Piercy	62	20.69	87	18
17.5	59	62	Russell Henley	61	20.62	97	20
17.5	60	T64	Justin Rose	43	20.45	44	9
17.5	61	68	Harold Varner III	54	20.34	59	12
17.5	62	69	Christiaan Bezuidenhout	61	20.29	69	14
17.5	63	T70	Jim Herman	43	20.27	74	15
17.5	64	T96	Chad Ramey	65	20.22	89	18
17.5	65	73	Kevin Tway	59	20.20	99	20
17.5	66	74	J.J. Spaun	73	20.19	104	21
17.5	T67	T75	Kiradech Aphibarnrat	43	20.00	45	9
17.5	T67	T56	Cam Davis	58	20.00	100	20
17.5	T67	80	Viktor Hovland	57	20.00	80	16
17.5	T67	81	Mackenzie Hughes	57	20.00	80	16
17.5	T67	T105	Kurt Kitayama	54	20.00	70	14
17.5	T67	T64	Erik van Rooyen	47	20.00	90	18
17.5	73	T51	Scott Stallings	70	19.77	86	17
17.5	74	79	John Huh	53	19.75	81	16
17.5	T75	28	Daniel Berger	39	19.67	61	12
17.5	T75	83	Shane Lowry	43	19.67	61	12
17.5	T75	82	David Skinns	48	19.67	61	12
17.5	78	67	Sam Ryder	66	19.66	117	23
17.5	T79	48	Wyndham Clark	67	19.59	97	19
17.5	T79	66	Tom Hoge	79	19.59	97	19
17.5	81	T70	Luke Donald	51	19.48	77	15
17.5	82	87	Kevin Na	42	19.40	67	13
17.5	T83	T88	Maverick McNealy	69	19.39	98	19
17.5	T83	T88	Nick Taylor	66	19.39	98	19
17.5	T85	125	Chris Kirk	66	19.32	88	17
17.5	T85	72	Seamus Power	69	19.32	88	17
17.5	87	90	Tommy Fleetwood	47	19.30	57	11
17.5	88	T94	C.T. Pan	65	19.19	99	19
17.5	89	91	Dylan Wu	53	19.12	68	13
17.5	90	T101	Joaquin Niemann	58	19.10	89	17
17.5	T91	T85	Adam Long	71	19.09	110	21
17.5	T91	T92	Aaron Wise	60	19.09	110	21
17.5	93	T60	Francesco Molinari	45	19.05	63	12
17.5	94	84	Lanto Griffin	72	18.97	116	22
17.5	95	T94	Chez Reavie	65	18.95	95	18
17.5	96	T96	Chesson Hadley	58	18.82	85	16
17.5	97	126	Gary Woodland	53	18.81	101	19
17.5	98	T75	Patrick Reed	65	18.75	80	15
17.5	99	99	Dylan Frittelli	67	18.69	107	20
17.5	100	78	Marc Leishman	61	18.68	91	17
17.5	101	100	Richy Werenski	50	18.57	70	13
17.5	102	121	Russell Knox	77	18.54	151	28
17.5	T103	T101	Harry Higgs	64	18.52	108	20
17.5	T103	T101	Zach Johnson	48	18.52	81	15
17.5	105	T92	Stewart Cink	51	18.45	103	19
17.5	106	T138	Will Zalatoris	61	18.42	76	14
17.5	107	107	Seung-Yul Noh	47	18.37	49	9
17.5	108	T114	Robert Streb	59	18.28	93	17
17.5	109	117	Kevin Streelman	68	18.25	126	23
17.5	T110	T109	Andrew Novak	54	18.18	55	10
17.5	T110	124	Ryan Palmer	55	18.18	77	14
17.5	112	111	Matthias Schwab	54	18.06	72	13
17.5	113	112	Dawie van der Walt	44	18.03	61	11
17.5	114	T114	Paul Barjon	51	17.98	89	16
17.5	115	T105	Martin Laird	48	17.81	73	13
17.5	116	113	K.H. Lee	70	17.76	107	19
17.5	T117	T119	Mark Hubbard	48	17.65	51	9
17.5	T117	98	Si Woo Kim	76	17.65	102	18
17.5	119	108	Adam Hadwin	66	17.53	97	17
17.5	120	123	Vince Whaley	65	17.50	80	14
17.5	121	130	Jhonattan Vegas	61	17.39	92	16
17.5	122	104	Taylor Moore	60	17.35	98	17
17.5	123	T119	Billy Horschel	56	17.33	75	13
17.5	124	T75	Danny Willett	44	17.31	52	9
17.5	125	T133	Cameron Champ	40	17.24	58	10
17.5	126	T141	Luke List	65	17.20	93	16
17.5	127	127	Vaughn Taylor	39	17.19	64	11
17.5	128	128	Tyler Duncan	61	17.14	70	12
17.5	129	118	Cameron Young	61	17.00	100	17
17.5	130	129	Charl Schwartzel	45	16.98	53	9
17.5	131	122	Garrick Higgo	48	16.92	65	11
17.5	132	116	Anirban Lahiri	58	16.87	83	14
17.5	T133	T131	Joseph Bramlett	63	16.85	89	15
17.5	T133	T131	Taylor Pendrith	51	16.85	89	15
17.5	T135	T157	J.T. Poston	58	16.67	108	18
17.5	T135	T133	Scottie Scheffler	67	16.67	72	12
17.5	T135	T133	Jared Wolfe	45	16.67	60	10
17.5	138	145	Brian Harman	64	16.47	85	14
17.5	T139	140	Bronson Burgoon	37	16.36	55	9
17.5	T139	T133	Justin Lower	52	16.36	55	9
17.5	T139	156	Aaron Rai	73	16.36	110	18
17.5	142	T85	Patrick Cantlay	43	16.33	49	8
17.5	143	167	Emiliano Grillo	62	16.30	92	15
17.5	144	T141	Nick Hardy	39	16.28	43	7
17.5	145	143	Branden Grace	50	16.22	74	12
17.5	146	159	Cameron Smith	44	16.13	62	10
17.5	147	137	Alex Smalley	69	16.07	112	18
17.5	148	147	Louis Oosthuizen	33	15.87	63	10
17.5	149	160	Brendan Steele	61	15.79	95	15
17.5	150	146	Jason Dufner	38	15.69	51	8
17.5	151	T148	Dustin Johnson	37	15.56	45	7
17.5	152	T151	Xander Schauffele	51	15.52	58	9
17.5	153	150	Max McGreevy	54	15.49	71	11
17.5	T154	T151	Tyrrell Hatton	46	15.38	65	10
17.5	T154	T151	Hank Lebioda	60	15.38	91	14
17.5	T154	144	Adam Schenk	75	15.38	117	18
17.5	157	155	Doc Redman	65	15.29	85	13
17.5	158	T157	Michael Thompson	64	15.22	92	14
17.5	159	163	Henrik Norlander	56	14.74	95	14
17.5	T160	164	Webb Simpson	45	14.71	68	10
17.5	T160	171	Jordan Spieth	53	14.71	68	10
17.5	162	154	Sahith Theegala	81	14.66	116	17
17.5	163	180	Keegan Bradley	65	14.61	89	13
17.5	164	T148	Matt Jones	61	14.58	96	14
17.5	165	166	Tony Finau	55	14.52	62	9
17.5	166	161	Joel Dahmen	71	14.41	118	17
17.5	T167	201	Doug Ghim	66	14.29	98	14
17.5	T167	T168	Talor Gooch	72	14.29	98	14
17.5	T167	T186	Pat Perez	62	14.29	70	10
17.5	T167	T168	Matt Wallace	38	14.29	56	8
17.5	171	170	Abraham Ancer	59	14.13	92	13
17.5	172	T138	Adam Scott	48	14.10	78	11
17.5	173	183	Lucas Glover	71	14.04	114	16
17.5	174	172	Hideki Matsuyama	53	13.92	79	11
17.5	175	162	Sungjae Im	67	13.79	87	12
17.5	176	174	Lee Hodges	65	13.76	109	15
17.5	177	T176	Scott Gutschewski	42	13.46	52	7
17.5	178	178	Brendon Todd	65	13.40	97	13
17.5	T179	179	Jonathan Byrd	39	13.33	45	6
17.5	T179	173	Troy Merritt	69	13.33	105	14
17.5	181	165	Cameron Tringale	73	13.27	98	13
17.5	182	181	Graeme McDowell	44	13.21	53	7
17.5	183	175	Matthew NeSmith	76	13.00	100	13
17.5	184	T186	Jon Rahm	50	12.99	77	10
17.5	185	182	Charley Hoffman	51	12.64	87	11
17.5	186	185	Trey Mullinax	56	12.33	73	9
17.5	187	189	Mito Pereira	74	12.00	125	15
17.5	188	T176	Camilo Villegas	58	11.86	59	7
17.5	189	190	Kyle Stanley	47	11.67	60	7
17.5	190	191	Bill Haas	78	11.49	87	10
17.5	191	192	Brian Stuard	75	11.46	96	11
17.5	192	193	Austin Cook	47	11.32	53	6
17.5	193	188	Patrick Rodgers	65	11.00	100	11
17.5	194	194	Greyson Sigg	68	10.99	91	10
17.5	195	184	Rickie Fowler	53	10.96	73	8
17.5	T196	T195	Ryan Armour	40	10.91	55	6
17.5	T196	T195	Kelly Kraft	47	10.91	55	6
17.5	198	197	Brett Drewitt	42	10.64	47	5
17.5	199	199	Danny Lee	46	10.00	60	6
17.5	200	200	Michael Gligic	53	9.88	81	8
17.5	201	202	Brandon Wu	56	9.38	64	6
17.5	202	203	Austin Smotherman	57	7.14	70	5
12.5	1	2	Alex Noren	58	43.40	106	46
12.5	2	1	Sung Kang	66	43.22	118	51
12.5	3	3	Rory McIlroy	34	40.00	80	32
12.5	4	6	Viktor Hovland	57	38.64	132	51
12.5	5	4	Hank Lebioda	60	38.04	92	35
12.5	6	9	Lucas Herbert	45	37.89	95	36
12.5	7	7	Brooks Koepka	45	37.63	93	35
12.5	8	8	Matthias Schwab	54	37.62	101	38
12.5	9	14	Marc Leishman	61	37.23	137	51
12.5	10	10	Brendon Todd	65	37.17	113	42
12.5	11	11	Nick Watney	60	37.12	132	49
12.5	12	20	Aaron Wise	60	36.49	148	54
12.5	T13	T12	Tyler Duncan	61	36.46	96	35
12.5	T13	T12	Ian Poulter	45	36.46	96	35
12.5	T15	25	Matt Kuchar	59	36.43	129	47
12.5	T15	15	Keith Mitchell	65	36.43	140	51
12.5	17	30	J.T. Poston	58	36.36	132	48
12.5	18	59	Jason Day	48	36.26	91	33
12.5	19	5	Brandon Wu	56	36.14	83	30
12.5	20	27	Kurt Kitayama	54	35.92	103	37
12.5	21	16	Jim Knous	35	35.90	39	14
12.5	22	17	Stephan Jaeger	65	35.88	131	47
12.5	23	19	Chesson Hadley	58	35.79	95	34
12.5	24	21	Rory Sabbatini	39	35.71	98	35
12.5	25	22	Brian Harman	64	35.66	143	51
12.5	26	24	Taylor Pendrith	51	35.56	90	32
12.5	27	26	Kevin Tway	59	35.43	127	45
12.5	28	28	John Huh	53	35.34	116	41
12.5	29	31	Sergio Garcia	37	35.19	54	19
12.5	30	34	Francesco Molinari	45	35.09	114	40
12.5	31	50	Sungjae Im	67	34.97	143	50
12.5	32	18	Billy Horschel	56	34.95	103	36
12.5	33	32	Xander Schauffele	51	34.91	106	37
12.5	34	35	Jonathan Byrd	39	34.85	66	23
12.5	35	44	Hudson Swafford	64	34.78	138	48
12.5	36	T36	Michael Thompson	64	34.72	144	50
12.5	37	T48	Stewart Cink	51	34.45	119	41
12.5	T38	T40	Doc Redman	65	34.43	122	42
12.5	T38	T40	Scottie Scheffler	67	34.43	122	42
12.5	40	T71	Jordan Spieth	53	34.38	128	44
12.5	41	42	Kevin Kisner	56	34.34	99	34
12.5	42	29	Adam Long	71	34.25	146	50
12.5	43	43	Kelly Kraft	47	34.12	85	29
12.5	T44	33	Sam Ryder	66	34.06	138	47
12.5	T44	38	Cameron Tringale	73	34.06	138	47
12.5	46	45	Richy Werenski	50	34.04	94	32
12.5	47	56	Nate Lashley	64	34.01	147	50
12.5	T48	T141	Daniel Berger	39	33.80	71	24
12.5	T48	47	Kevin Chappell	43	33.80	71	24
12.5	50	T36	Charles Howell III	46	33.73	83	28
12.5	51	23	Mito Pereira	74	33.72	172	58
12.5	52	58	Justin Lower	52	33.71	89	30
12.5	T53	T51	Seung-Yul Noh	47	33.33	75	25
12.5	T53	T93	Jon Rahm	50	33.33	114	38
12.5	55	54	Dylan Frittelli	67	33.13	166	55
12.5	56	T51	Adam Svensson	72	33.12	157	52
12.5	57	57	Keegan Bradley	65	33.08	133	44
12.5	58	T48	Patrick Rodgers	65	33.06	121	40
12.5	59	55	Scott Stallings	70	32.90	155	51
12.5	60	T51	Troy Merritt	69	32.87	143	47
12.5	T61	39	Jason Dufner	38	32.79	61	20
12.5	T61	60	Bill Haas	78	32.79	122	40
12.5	63	61	Nick Hardy	39	32.76	58	19
12.5	64	63	Charley Hoffman	51	32.71	107	35
12.5	65	64	Russell Henley	61	32.65	147	48
12.5	66	83	Aaron Rai	73	32.62	141	46
12.5	67	65	Bronson Burgoon	37	32.47	77	25
12.5	68	73	Davis Riley	74	32.39	142	46
12.5	69	T75	Corey Conners	64	32.37	139	45
12.5	70	90	Cameron Smith	44	32.32	99	32
12.5	71	67	Jared Wolfe	45	32.29	96	31
12.5	72	85	Lucas Glover	71	32.18	174	56
12.5	73	T78	Emiliano Grillo	62	32.09	134	43
12.5	74	T75	C.T. Pan	65	31.88	138	44
12.5	75	46	Matt Fitzpatrick	45	31.82	66	21
12.5	T76	68	Lanto Griffin	72	31.76	170	54
12.5	T76	74	Dylan Wu	53	31.76	85	27
12.5	78	T78	Harry Higgs	64	31.71	123	39
12.5	79	80	Graeme McDowell	44	31.65	79	25
12.5	80	81	J.J. Spaun	73	31.61	155	49
12.5	81	T91	Adam Hadwin	66	31.54	130	41
12.5	82	84	Louis Oosthuizen	33	31.43	70	22
12.5	T83	86	Christiaan Bezuidenhout	61	31.40	86	27
12.5	T83	70	Mackenzie Hughes	57	31.40	121	38
12.5	85	87	Seth Reeves	49	31.33	83	26
12.5	86	62	Adam Schenk	75	31.18	170	53
12.5	87	95	Martin Trainer	62	30.91	110	34
12.5	88	96	Sam Burns	54	30.89	123	38
12.5	89	97	Dawie van der Walt	44	30.77	78	24
12.5	90	88	Collin Morikawa	48	30.69	101	31
12.5	91	104	Cam Davis	58	30.67	150	46
12.5	92	106	Matthew NeSmith	76	30.64	173	53
12.5	93	89	Seamus Power	69	30.63	111	34
12.5	94	98	Nick Taylor	66	30.53	131	40
12.5	95	100	Vince Whaley	65	30.50	141	43
12.5	96	101	Austin Smotherman	57	30.36	112	34
12.5	97	69	Adam Scott	48	30.30	99	30
12.5	98	102	Harold Varner III	54	30.28	109	33
12.5	99	103	Tyrrell Hatton	46	30.26	76	23
12.5	100	82	Wyndham Clark	67	30.16	126	38
12.5	101	107	Jim Herman	43	30.11	93	28
12.5	102	T91	Cameron Young	61	30.08	133	40
12.5	103	99	Joel Dahmen	71	30.06	163	49
12.5	T104	66	Garrick Higgo	48	30.00	80	24
12.5	T104	114	Peter Malnati	79	30.00	170	51
12.5	T104	110	Patrick Reed	65	30.00	130	39
12.5	T104	111	Matthew Wolff	46	30.00	80	24
12.5	T104	T93	Gary Woodland	53	30.00	110	33
12.5	109	T71	Shane Lowry	43	29.87	77	23
12.5	110	105	Pat Perez	62	29.77	131	39
