feet	Rank	RankPrev	Player	Roundsp	percentMade	Attempts	Putts_made
08	43	48	Jordan Spieth	53	61.70	47	29
08	T44	39	Tom Hoge	79	61.11	54	33
08	T44	42	Seung-Yul Noh	47	61.11	18	11
08	46	44	Michael Thompson	64	60.87	46	28
08	T47	T49	Joseph Bramlett	63	60.00	45	27
08	T47	T49	Branden Grace	50	60.00	30	18
08	T47	T49	Kelly Kraft	47	60.00	25	15
08	T47	59	Matt Kuchar	59	60.00	45	27
08	T47	T49	Peter Malnati	79	60.00	40	24
08	T47	T28	Adam Scott	48	60.00	35	21
08	T47	T49	Martin Trainer	62	60.00	35	21
08	54	31	Scott Stallings	70	59.62	52	31
08	55	58	Webb Simpson	45	59.26	27	16
08	56	T46	Adam Schenk	75	58.97	39	23
08	57	60	Justin Rose	43	58.82	17	10
08	58	T62	Matt Wallace	38	58.62	29	17
08	T59	T65	Ryan Armour	40	58.33	12	7
08	T59	T65	Andrew Novak	54	58.33	24	14
08	T59	T65	Callum Tarren	45	58.33	24	14
08	62	T82	Stewart Cink	51	58.06	31	18
08	63	72	Mito Pereira	74	58.00	50	29
08	T64	T70	William McGirt	32	57.89	19	11
08	T64	T65	Aaron Rai	73	57.89	38	22
08	T66	61	Joel Dahmen	71	57.69	52	30
08	T66	T73	Brooks Koepka	45	57.69	26	15
08	T66	T85	Rory McIlroy	34	57.69	26	15
08	T66	T73	Ian Poulter	45	57.69	26	15
08	T66	T73	Richy Werenski	50	57.69	26	15
08	71	77	Jim Herman	43	57.58	33	19
08	72	57	Troy Merritt	69	57.50	40	23
08	73	81	Wyndham Clark	67	57.45	47	27
08	T74	T73	Emiliano Grillo	62	57.14	28	16
08	T74	89	Beau Hossler	56	57.14	35	20
08	T74	T79	Seamus Power	69	57.14	42	24
08	T77	T82	Ryan Palmer	55	56.67	30	17
08	T77	T82	Taylor Pendrith	51	56.67	30	17
08	T77	120	Jhonattan Vegas	61	56.67	30	17
08	80	T85	Dylan Wu	53	56.52	23	13
08	81	88	Talor Gooch	72	56.41	39	22
08	82	T65	Collin Morikawa	48	56.00	25	14
08	83	T94	Max Homa	63	55.81	43	24
08	T84	56	Jason Day	48	55.56	45	25
08	T84	T79	Billy Horschel	56	55.56	27	15
08	T84	T114	Chris Kirk	66	55.56	36	20
08	T84	T90	J.J. Spaun	73	55.56	36	20
08	T84	T90	Peter Uihlein	46	55.56	18	10
08	89	125	Danny Lee	46	55.26	38	21
08	90	T102	Anirban Lahiri	58	55.17	29	16
08	91	T94	Brian Gay	39	55.00	20	11
08	92	93	Luke Donald	51	54.84	31	17
08	93	106	Sahith Theegala	81	54.76	42	23
08	T94	T97	Russell Henley	61	54.55	33	18
08	T94	T97	Sung Kang	66	54.55	33	18
08	T94	T97	Sebastián Muñoz	62	54.55	44	24
08	T94	T62	Cameron Smith	44	54.55	33	18
08	98	T85	Patrick Reed	65	54.17	24	13
08	99	T100	Brian Stuard	75	54.05	37	20
08	T100	T102	Sam Burns	54	53.85	39	21
08	T100	T102	Graeme McDowell	44	53.85	26	14
08	T100	T70	Xander Schauffele	51	53.85	26	14
08	T100	T102	Matthias Schwab	54	53.85	26	14
08	104	T100	Adam Hadwin	66	53.66	41	22
08	105	T107	Charl Schwartzel	45	53.57	28	15
08	106	78	Kramer Hickok	67	53.49	43	23
08	107	119	Robert Streb	59	53.33	45	24
08	108	118	Matthew NeSmith	76	53.19	47	25
08	T109	T110	Paul Barjon	51	53.13	32	17
08	T109	T110	Hayden Buckley	61	53.13	32	17
08	T109	T110	Roger Sloan	54	53.13	32	17
08	112	113	Nick Taylor	66	53.06	49	26
08	T113	T114	Lee Hodges	65	52.94	34	18
08	T113	T114	Dawie van der Walt	44	52.94	17	9
08	115	T107	Brandt Snedeker	53	52.78	36	19
08	T116	T90	Brian Harman	64	52.63	38	20
08	T116	T129	Francesco Molinari	45	52.63	38	20
08	T116	T161	Cameron Tringale	73	52.63	38	20
08	119	126	J.T. Poston	58	52.50	40	21
08	120	T129	Sepp Straka	79	52.27	44	23
08	121	96	Matt Jones	61	52.17	46	24
08	122	121	Jimmy Walker	41	51.85	27	14
08	T123	T122	Charles Howell III	46	51.72	29	15
08	T123	T122	Harold Varner III	54	51.72	29	15
08	125	109	Davis Riley	74	51.56	64	33
08	126	T62	Brandon Wu	56	51.52	33	17
08	127	T114	Cameron Young	61	51.35	37	19
08	128	127	Henrik Norlander	56	51.28	39	20
08	129	157	Si Woo Kim	76	51.11	45	23
08	130	128	Aaron Wise	60	50.98	51	26
08	T131	T129	Kevin Chappell	43	50.00	26	13
08	T131	T129	Tyler Duncan	61	50.00	32	16
08	T131	T129	Rickie Fowler	53	50.00	30	15
08	T131	T129	Dylan Frittelli	67	50.00	40	20
08	T131	T129	Brice Garnett	63	50.00	28	14
08	T131	T129	Michael Gligic	53	50.00	30	15
08	T131	151	Viktor Hovland	57	50.00	34	17
08	T131	T129	Kevin Kisner	56	50.00	34	17
08	T131	T174	Justin Lower	52	50.00	20	10
08	T131	124	Keith Mitchell	65	50.00	34	17
08	T131	T144	Pat Perez	62	50.00	50	25
08	T131	T129	Rory Sabbatini	39	50.00	24	12
08	T131	T129	David Skinns	48	50.00	28	14
08	T131	T129	Justin Thomas	53	50.00	26	13
08	T131	T129	Kevin Tway	59	50.00	24	12
08	146	T144	John Huh	53	48.89	45	22
08	147	160	Luke List	65	48.78	41	20
08	T148	T158	Chad Ramey	65	48.72	39	19
08	T148	T148	Adam Svensson	72	48.72	39	19
08	T150	150	Corey Conners	64	48.57	35	17
08	T150	T148	Charley Hoffman	51	48.57	35	17
