Rank,Feet,Player,% Made,Attempts,Putts_made
45,12.5,Tom Kim,0.3397,209,71
46,12.5,Will Zalatoris,0.3395,162,55
47,12.5,Nicolai Højgaard,0.339,118,40
48,12.5,Charley Hoffman,0.3371,175,59
49,12.5,Wyndham Clark,0.3369,187,63
50,12.5,Parker Coody,0.3358,137,46
51,12.5,Hayden Buckley,0.3355,155,52
52,12.5,Aaron Baddeley,0.3333,135,45
52,12.5,Taylor Moore,0.3333,213,71
54,12.5,Chandler Phillips,0.3317,199,66
55,12.5,Luke List,0.3316,187,62
56,12.5,Robby Shelton,0.3313,160,53
57,12.5,Thorbjørn Olesen,0.3299,97,32
57,12.5,Andrew Putnam,0.3299,197,65
59,12.5,Sungjae Im,0.3286,213,70
60,12.5,Ryo Hisatsune,0.327,211,69
61,12.5,Justin Lower,0.3255,255,83
62,12.5,Ryan McCormick,0.3254,126,41
63,12.5,Kevin Chappell,0.3252,123,40
63,12.5,Sami Valimaki,0.3252,163,53
65,12.5,Lucas Glover,0.3249,237,77
66,12.5,Rory McIlroy,0.323,161,52
67,12.5,Akshay Bhatia,0.3229,223,72
67,12.5,Raul Pereda,0.3229,96,31
69,12.5,Ben Silverman,0.3226,186,60
70,12.5,Bud Cauley,0.3221,149,48
71,12.5,Jake Knapp,0.3216,199,64
72,12.5,Collin Morikawa,0.3214,168,54
73,12.5,David Skinns,0.3209,187,60
74,12.5,Ryan Palmer,0.32,75,24
75,12.5,Tony Finau,0.3198,197,63
76,12.5,Matti Schmid,0.3193,166,53
77,12.5,Alejandro Tosti,0.3188,138,44
78,12.5,Nick Dunlap,0.3187,182,58
79,12.5,Tom Hoge,0.3183,289,92
80,12.5,Jacob Bridgeman,0.3182,176,56
81,12.5,Min Woo Lee,0.3165,158,50
82,12.5,Kevin Kisner,0.3162,117,37
83,12.5,Jorge Campillo,0.3158,95,30
83,12.5,Zach Johnson,0.3158,114,36
85,12.5,Billy Horschel,0.3155,187,59
86,12.5,J.T. Poston,0.3152,184,58
86,12.5,Cameron Young,0.3152,184,58
88,12.5,Wilson Furr,0.3145,124,39
89,12.5,Erik Barnes,0.3137,102,32
90,12.5,Hideki Matsuyama,0.3136,169,53
91,12.5,"Blaine Hale, Jr.",0.3125,96,30
91,12.5,Stephan Jaeger,0.3125,192,60
91,12.5,Victor Perez,0.3125,160,50
94,12.5,Tyson Alexander,0.312,125,39
94,12.5,Patrick Rodgers,0.312,234,73
96,12.5,Chesson Hadley,0.3115,183,57
97,12.5,Lanto Griffin,0.3113,151,47
98,12.5,Chris Gotterup,0.3111,180,56
99,12.5,Kevin Streelman,0.3108,148,46
100,12.5,Keegan Bradley,0.3095,210,65
100,12.5,Henrik Norlander,0.3095,126,39
102,12.5,Kevin Yu,0.3086,175,54
103,12.5,Callum Tarren,0.3066,137,42
104,12.5,Justin Rose,0.3061,147,45
105,12.5,Eric Cole,0.305,259,79
106,12.5,Tommy Fleetwood,0.3041,171,52
107,12.5,Max Homa,0.303,198,60
108,12.5,Harry Hall,0.3026,195,59
109,12.5,Justin Suh,0.3025,162,49
110,12.5,Kevin Dougherty,0.3022,139,42
111,12.5,Chris Kirk,0.3016,189,57
112,12.5,Adam Schenk,0.3013,239,72
113,12.5,Nico Echavarria,0.3005,203,61
114,12.5,Brice Garnett,0.3,110,33
115,12.5,J.J. Spaun,0.2985,201,60
116,12.5,Mark Hubbard,0.2977,215,64
117,12.5,Vince Whaley,0.2975,158,47
118,12.5,Patton Kizzire,0.2973,148,44
119,12.5,Brandt Snedeker,0.2969,128,38
120,12.5,Sam Ryder,0.2968,155,46
121,12.5,Shane Lowry,0.2963,162,48
122,12.5,Sahith Theegala,0.2961,233,69
123,12.5,Matt Fitzpatrick,0.2952,166,49
124,12.5,Nate Lashley,0.2948,173,51
125,12.5,Ben Kohles,0.2947,190,56
126,12.5,Nick Hardy,0.2936,218,64
127,12.5,Trace Crowe,0.293,157,46
127,12.5,Jhonattan Vegas,0.293,157,46
129,12.5,Dylan Wu,0.2919,185,54
130,12.5,Josh Teater,0.2909,110,32
131,12.5,Rickie Fowler,0.2907,172,50
132,12.5,Adrien Dumont de Chassart,0.2901,162,47
133,12.5,Si Woo Kim,0.2857,196,56
134,12.5,Austin Eckroat,0.285,207,59
134,12.5,Chan Kim,0.285,193,55
136,12.5,Viktor Hovland,0.2846,130,37
136,12.5,Webb Simpson,0.2846,123,35
138,12.5,Paul Barjon,0.2845,116,33
139,12.5,Adam Svensson,0.2842,278,79
140,12.5,Ryan Moore,0.284,162,46
141,12.5,Joel Dahmen,0.2838,229,65
142,12.5,Ben Griffin,0.2833,233,66
143,12.5,Kurt Kitayama,0.2827,191,54
144,12.5,Seamus Power,0.2821,234,66
