Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all,Rank_all
264,LukeWilliams,2B,ATL,17,33,5,5,1,0,1,3,4,9,3,1,0.152,0.237,0.273,0.51,4,0,31,0.129,0.176,0.37,523
264,WillWilson,3B,CLE,20,36,7,11,4,0,1,7,2,12,2,1,0.306,0.333,0.5,0.833,15,0,78,0.192,0.267,0.511,523
586,JordynAdams,CF,BAL,9,11,0,2,1,0,0,4,0,4,0,0,0.182,0.182,0.273,0.455,0,0,5,0,0,0,523
586,ZachAgnos,P,COL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
586,KevinAlcantara,RF,CHC,13,28,5,7,3,0,0,4,2,12,1,0,0.25,0.3,0.357,0.657,4,0,11,0.364,0.417,0.781,523
586,JacobAmaya,SS,CWS,15,27,4,6,3,0,0,1,7,11,0,0,0.222,0.382,0.333,0.715,7,0,66,0.106,0.139,0.26,523
586,AustinBarnes,X,LAD,10,24,2,8,1,0,0,4,1,4,1,0,0.333,0.407,0.375,0.782,9,0,42,0.214,0.233,0.519,523
586,TuckerBarnhart,C,TEX,14,29,5,9,2,0,0,2,4,7,0,0,0.31,0.394,0.379,0.773,3,0,13,0.231,0.333,0.564,523
586,JonBerti,2B,CHC,13,26,6,8,1,0,0,3,5,4,0,0,0.308,0.406,0.346,0.752,21,0,100,0.21,0.262,0.492,523
586,TylerCallihan,1B,CIN,12,17,2,3,2,0,0,2,1,4,0,0,0.176,0.2,0.294,0.494,1,0,6,0.167,0.167,0.334,523
586,AngelChivilli,P,COL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
586,KenedyCorona,CF,HOU,9,13,1,2,0,0,0,0,2,3,1,1,0.154,0.267,0.154,0.421,0,0,2,0,0.5,0.5,523
586,BobbyDalbec,3B,CWS,16,32,2,8,2,0,0,3,2,11,0,2,0.25,0.294,0.313,0.607,4,0,18,0.222,0.333,0.611,523
586,JonnyDeLuca,CF,TB,14,42,5,8,0,0,0,1,6,10,1,0,0.19,0.32,0.19,0.51,19,0,57,0.333,0.356,0.812,523
586,JustinDean,CF,LAD,13,12,3,3,1,0,0,0,5,4,2,1,0.25,0.5,0.333,0.833,0,0,2,0,0,0,523
586,CamDevanney,SS,KC,16,31,4,6,1,0,0,1,6,7,2,0,0.194,0.324,0.226,0.55,5,0,36,0.139,0.184,0.351,523
586,EzequielDuran,3B,TEX,20,45,9,7,1,0,0,0,7,9,2,1,0.156,0.269,0.178,0.447,46,0,205,0.224,0.266,0.559,523
586,TristinEnglish,1B,AZ,12,16,2,8,1,0,0,4,2,1,0,0,0.5,0.556,0.563,1.119,2,0,22,0.091,0.13,0.266,523
586,StuartFairchild,CF,CIN,21,38,4,5,2,0,0,2,4,13,2,0,0.132,0.233,0.184,0.417,11,0,51,0.216,0.273,0.606,523
586,RafaelFlores,X,NYY,10,12,1,2,0,0,0,0,0,5,0,0,0.167,0.167,0.167,0.334,3,0,15,0.2,0.294,0.627,523
586,JustinFoscue,X,TEX,11,21,4,5,2,0,0,3,1,6,0,0,0.238,0.273,0.333,0.606,1,0,9,0.111,0.111,0.333,523
586,AramisGarcia,C,AZ,15,17,1,3,1,0,0,5,1,4,0,0,0.176,0.211,0.235,0.446,0,0,4,0,0,0,523
586,JhostynxonGarcia,CF,BOS,11,21,1,1,0,0,0,0,0,10,0,0,0.048,0.048,0.048,0.096,1,0,7,0.143,0.333,0.619,523
586,OscarGonzalez,RF,SD,21,55,7,22,7,1,0,3,2,11,0,0,0.4,0.431,0.564,0.995,13,0,59,0.22,0.246,0.483,523
586,LuisGuillorme,3B,HOU,17,29,5,9,0,0,0,5,3,3,0,0,0.31,0.343,0.31,0.653,3,0,20,0.15,0.19,0.34,523
586,PeteyHalpin,CF,CLE,10,16,1,1,0,0,0,0,2,7,0,0,0.063,0.167,0.063,0.23,2,0,6,0.333,0.5,0.833,523
586,GarrettHampson,2B,AZ,20,46,14,13,1,1,0,8,8,8,3,1,0.283,0.393,0.348,0.741,11,0,77,0.143,0.25,0.419,523
586,MaverickHandley,C,BAL,18,23,1,5,2,0,0,2,2,5,0,0,0.217,0.28,0.304,0.584,3,0,41,0.073,0.133,0.206,523
586,BrettHarris,3B,ATH,4,4,1,0,0,0,0,0,2,0,0,0,0,0.429,0,0.429,20,0,73,0.274,0.349,0.691,523
586,BrewerHicklen,X,MIL,13,21,5,4,2,0,0,0,6,9,0,0,0.19,0.37,0.286,0.656,2,0,3,0.667,0.75,1.417,523
586,KestonHiura,X,COL,15,22,1,3,0,0,0,1,4,12,0,0,0.136,0.296,0.136,0.432,4,0,18,0.222,0.333,0.611,523
586,JacobHurtubise,LF,CIN,23,38,10,11,3,2,0,3,9,7,5,1,0.289,0.449,0.474,0.923,1,0,12,0.083,0.267,0.35,523
586,TravisJankowski,LF,CWS,14,27,8,6,0,0,0,3,7,6,3,0,0.222,0.382,0.222,0.604,11,0,45,0.244,0.286,0.575,523
586,ConnorJoe,1B,SD,20,38,5,12,5,0,0,4,9,7,1,1,0.316,0.469,0.447,0.916,13,0,70,0.186,0.263,0.506,523
586,GregJones,CF,COL,8,10,2,0,0,0,0,0,3,9,2,1,0,0.231,0,0.231,0,0,2,0,0,0,523
586,ConnorKaiser,2B,AZ,15,23,3,2,1,0,0,4,3,13,0,0,0.087,0.192,0.13,0.322,2,0,18,0.111,0.158,0.325,523
586,NikoKavadas,X,LAA,11,20,2,2,1,0,0,0,2,13,0,0,0.1,0.182,0.15,0.332,2,0,20,0.1,0.217,0.317,523
586,CarterKieboom,X,LAA,9,14,1,5,1,0,0,0,2,5,0,0,0.357,0.438,0.429,0.867,2,0,8,0.25,0.25,0.5,523
586,ScottKingery,2B,LAA,17,29,4,4,1,0,0,2,3,11,0,0,0.138,0.257,0.172,0.429,4,0,27,0.148,0.207,0.392,523
586,TreyLipscomb,2B,WSH,14,25,4,7,0,0,0,1,6,6,3,2,0.28,0.419,0.28,0.699,2,0,4,0.5,0.5,1,523
586,BrandonLockridge,CF,SD,21,45,6,16,4,1,0,2,2,9,7,2,0.356,0.383,0.489,0.872,31,0,134,0.231,0.276,0.575,523
586,NickyLopez,SS,CHC,9,20,3,9,2,0,0,0,4,2,0,0,0.45,0.542,0.55,1.092,1,0,24,0.042,0.179,0.221,523
586,ManuelMargot,X,DET,13,35,4,10,4,0,0,7,3,5,1,1,0.286,0.342,0.4,0.742,6,0,19,0.316,0.3,0.616,523
586,CarsonMcCusker,LF,MIN,10,12,4,4,1,0,0,1,2,5,0,0,0.333,0.429,0.417,0.846,5,0,29,0.172,0.2,0.372,523
586,JacobMelton,CF,HOU,6,12,2,4,0,0,0,2,0,5,3,0,0.333,0.333,0.333,0.666,11,0,70,0.157,0.234,0.42,523
586,DrewMillas,C,WSH,15,18,4,1,1,0,0,0,4,6,1,0,0.056,0.227,0.111,0.338,15,0,49,0.306,0.358,0.807,523
586,OwenMiller,SS,COL,28,53,4,14,3,0,0,6,2,9,5,0,0.264,0.298,0.321,0.619,2,0,14,0.143,0.294,0.437,523
586,AustinNola,C,COL,17,31,4,11,2,0,0,1,2,8,0,0,0.355,0.412,0.419,0.831,7,0,38,0.184,0.225,0.436,523
586,JonathanOrnelas,3B,TEX,18,28,2,9,2,0,0,4,2,8,0,0,0.321,0.387,0.393,0.78,2,0,9,0.222,0.3,0.522,523
586,LoganPorter,C,SF,13,16,3,2,2,0,0,1,1,3,0,0,0.125,0.176,0.25,0.426,1,0,7,0.143,0.333,0.476,523
586,BryanRamos,X,CWS,13,25,4,6,2,1,0,3,3,5,0,0,0.24,0.345,0.4,0.745,2,0,12,0.167,0.167,0.5,523
586,ChuckieRobinson,C,LAA,21,25,6,4,1,0,0,2,7,5,0,0,0.16,0.382,0.2,0.582,0,0,1,0,0,0,523
586,DrewRomo,C,COL,11,17,1,2,1,0,0,0,1,4,0,0,0.118,0.211,0.176,0.387,0,0,3,0,0,0,523
586,BlakeSabol,X,BOS,11,19,3,4,1,0,0,1,4,5,0,0,0.211,0.348,0.263,0.611,2,0,16,0.125,0.167,0.355,523
586,AaronSchunk,SS,COL,26,41,2,5,1,0,0,2,3,9,1,0,0.122,0.182,0.146,0.328,6,0,32,0.188,0.188,0.407,523
586,AnthonySeigler,2B,MIL,7,8,1,2,2,0,0,0,4,1,2,0,0.25,0.538,0.5,1.038,12,0,62,0.194,0.292,0.502,523
586,MichaelSiani,CF,STL,16,42,1,4,0,0,0,1,7,15,2,1,0.095,0.224,0.095,0.319,4,0,17,0.235,0.316,0.551,523
586,RonnySimon,2B,MIA,12,21,4,4,1,0,0,3,6,2,1,1,0.19,0.37,0.238,0.608,18,0,77,0.234,0.299,0.572,523
586,ChandlerSimpson,CF,TB,11,25,4,6,0,0,0,0,2,1,3,0,0.24,0.296,0.24,0.536,122,0,414,0.295,0.326,0.671,523
586,JonSingleton,1B,HOU,17,41,2,7,1,0,0,2,4,10,0,0,0.171,0.239,0.195,0.434,1,0,9,0.111,0.111,0.222,523
586,MichaelStefanic,2B,TOR,18,26,5,7,0,0,0,2,4,5,1,0,0.269,0.355,0.269,0.624,4,0,22,0.182,0.28,0.462,523
586,ChadStevens,X,LAA,2,4,0,1,0,0,0,0,1,1,0,0,0.25,0.4,0.25,0.65,2,0,13,0.154,0.154,0.308,523
586,C.J.Stubbs,C,WSH,1,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5,0,0,3,0,0,0,523
586,GarrettStubbs,C,PHI,10,21,4,6,2,0,0,4,3,4,0,0,0.286,0.423,0.381,0.804,0,0,1,0,0,0,523
586,BrettSullivan,C,SD,17,24,4,5,1,0,0,4,2,3,2,0,0.208,0.259,0.25,0.509,1,0,6,0.167,0.333,0.5,523
586,RhylanThomas,CF,SEA,11,16,2,5,2,0,0,1,1,0,0,0,0.313,0.353,0.438,0.791,1,0,8,0.125,0.2,0.45,523
586,AlanTrejo,SS,TEX,24,31,4,6,2,1,0,2,1,9,0,0,0.194,0.265,0.323,0.588,7,0,40,0.175,0.19,0.415,523
586,GioUrshela,3B,ATH,15,38,8,11,5,0,0,8,4,11,0,0,0.289,0.349,0.421,0.77,43,0,181,0.238,0.287,0.613,523
586,TerrinVavra,3B,BAL,12,17,3,3,1,0,0,0,2,4,1,0,0.176,0.263,0.235,0.498,0,0,1,0,0,0,523
586,VictorVodnik,P,COL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
586,WillWagner,1B,TOR,16,39,6,10,6,0,0,4,4,6,0,0,0.256,0.341,0.41,0.751,29,0,129,0.225,0.324,0.603,523
