Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
672,MattReynolds,2B,CIN,6,13,0,5,0,0,0,0,0,4,1,0,0.385,0.385,0.385,0.77,602,0,5,0.2,0.2,0.4
629,JoshLester,3B,BAL,23,55,6,16,2,2,1,12,4,11,0,0,0.291,0.339,0.455,0.794,603,0,22,0.182,0.217,0.399
443,JackieBradley,CF,KC,11,31,5,11,3,0,1,4,0,6,0,1,0.355,0.355,0.548,0.903,604,1,105,0.133,0.188,0.398
855,TJHopkins,DH,CIN,7,6,1,2,0,0,0,1,0,3,0,0,0.333,0.333,0.333,0.666,604,0,41,0.171,0.227,0.398
523,JonathanOrnelas,SS,TEX,19,34,6,10,6,0,0,6,4,7,0,2,0.294,0.375,0.471,0.846,606,0,7,0.143,0.25,0.393
736,SandyLeun,C,TEX,14,32,3,8,2,0,1,6,2,10,0,0,0.25,0.333,0.406,0.739,607,0,41,0.146,0.186,0.381
783,DavidHensley,1B,HOU,19,39,5,8,0,0,2,5,9,16,2,0,0.205,0.354,0.359,0.713,608,1,84,0.119,0.213,0.38
649,KevinPadlo,3B,LAA,18,36,6,9,4,1,1,5,2,10,0,0,0.25,0.282,0.5,0.782,609,0,8,0.125,0.125,0.375
831,RobertoPorez,C,SF,11,23,4,6,0,0,1,1,1,8,0,0,0.261,0.292,0.391,0.683,610,0,15,0.133,0.235,0.368
129,BlakeRutherford,RF,WSH,3,4,2,2,1,0,0,2,0,1,0,0,0.5,0.5,0.75,1.25,611,0,35,0.171,0.194,0.365
814,JordanLawlar,SS,AZ,10,15,1,3,0,0,1,3,2,5,0,0,0.2,0.294,0.4,0.694,612,0,31,0.129,0.206,0.335
480,CamEden,CF,TOR,11,23,6,8,0,0,1,1,2,5,0,0,0.348,0.4,0.478,0.878,613,0,6,0.167,0.167,0.334
216,CooperHummel,DH,SEA,21,40,15,11,2,1,4,7,9,19,4,0,0.275,0.42,0.675,1.095,614,0,23,0.087,0.192,0.322
1262,CamGallagher,C,CLE,14,28,2,5,1,0,0,2,1,8,0,0,0.179,0.207,0.214,0.421,614,0,143,0.126,0.154,0.322
595,ChrisOwings,SS,PIT,17,32,5,8,2,0,1,4,9,9,0,1,0.25,0.405,0.406,0.811,616,0,25,0.16,0.16,0.32
1222,ChadwickTromp,C,ATL,3,6,0,1,0,0,0,1,1,1,0,0,0.167,0.286,0.167,0.453,617,0,16,0.125,0.125,0.313
1400,TylerCropley,X,KC,8,12,0,1,0,0,0,0,1,5,0,0,0.083,0.154,0.083,0.237,618,0,6,0.167,0.143,0.31
594,TaylorKohlwey,LF,SD,26,43,3,15,2,0,0,11,4,9,0,0,0.349,0.417,0.395,0.812,619,0,13,0.154,0.154,0.308
96,EliWhite,CF,ATL,12,28,7,12,2,1,3,7,4,5,1,1,0.429,0.5,0.893,1.393,620,0,14,0.071,0.235,0.306
936,BrianServen,C,COL,18,50,6,10,5,0,1,4,4,24,1,0,0.2,0.273,0.36,0.633,621,0,23,0.13,0.13,0.304
472,KyrenParis,2B,LAA,12,18,4,5,2,1,0,7,3,9,0,0,0.278,0.381,0.5,0.881,622,0,40,0.1,0.2,0.3
1021,JunielQuerecuto,2B,STL,22,39,7,10,2,0,0,3,1,7,0,1,0.256,0.275,0.308,0.583,623,0,20,0.1,0.143,0.293
568,KoreyLee,C,HOU,16,31,9,8,1,0,2,6,2,7,2,0,0.258,0.343,0.484,0.827,624,1,65,0.077,0.143,0.281
246,TomoesNido,C,NYM,14,39,5,14,3,0,3,5,1,5,0,0,0.359,0.375,0.667,1.042,625,0,56,0.125,0.153,0.278
362,CosarSalazar,C,HOU,13,21,2,6,3,0,1,7,3,1,0,0,0.286,0.407,0.571,0.978,626,0,18,0.111,0.158,0.269
121,AbrahamAlmonte,RF,NYM,8,14,7,7,2,0,0,3,4,3,0,0,0.5,0.65,0.643,1.293,627,0,15,0.067,0.125,0.258
359,JordynAdams,LF,LAA,24,39,5,14,3,0,1,9,8,15,4,2,0.359,0.468,0.513,0.981,628,0,39,0.128,0.125,0.253
534,MeibrysViloria,C,CLE,14,20,2,6,2,0,0,2,4,8,0,0,0.3,0.44,0.4,0.84,629,0,3,0,0.25,0.25
980,CalStevenson,LF,OAK,7,12,0,3,0,0,0,2,2,3,0,0,0.25,0.357,0.25,0.607,629,0,9,0,0.25,0.25
570,RyanKreidler,SS,DET,21,52,10,15,2,2,1,7,6,10,3,0,0.288,0.362,0.462,0.824,631,0,18,0.111,0.111,0.222
740,KyleStowers,LF,BAL,18,48,4,13,4,1,0,10,5,15,0,0,0.271,0.34,0.396,0.736,632,0,30,0.067,0.152,0.219
441,NateEaton,2B,KC,18,37,7,12,5,1,0,5,4,13,3,2,0.324,0.39,0.514,0.904,633,0,53,0.075,0.125,0.2
1180,CalMitchell,RF,PIT,15,32,5,7,1,0,0,3,1,11,1,0,0.219,0.242,0.25,0.492,633,0,4,0,0.2,0.2
1181,PeteCrow-Armstrong,CF,CHC,12,19,5,3,0,0,0,0,3,6,4,2,0.158,0.333,0.158,0.491,635,0,14,0,0.176,0.176
185,CalebHamilton,C,BOS,15,17,5,6,2,0,1,2,5,4,0,0,0.353,0.5,0.647,1.147,636,0,5,0,0.167,0.167
1057,MichaelSiani,CF,CIN,15,24,3,6,0,0,0,5,2,7,1,0,0.25,0.308,0.25,0.558,636,0,5,0,0.167,0.167
204,IsanDeaz,2B,SF,8,21,6,7,2,0,2,3,2,6,1,0,0.333,0.391,0.714,1.105,638,0,24,0.042,0.115,0.157
1006,LukeWilliams,3B,LAD,24,46,6,7,0,1,3,6,3,14,4,0,0.152,0.204,0.391,0.595,639,0,19,0.053,0.053,0.106
497,EhireAdrianza,3B,ATL,20,42,9,11,6,0,1,11,8,12,0,0,0.262,0.392,0.476,0.868,640,0,10,0,0.091,0.091
470,TresBarrera,C,STL,12,13,3,2,1,0,1,2,6,4,0,0,0.154,0.421,0.462,0.883,641,0,2,0,0,0
929,RylanBannon,2B,HOU,18,40,2,9,2,0,1,4,4,18,2,0,0.225,0.289,0.35,0.639,641,0,6,0,0,0
