Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
1086,JoeyVotto,1B,CIN,8,22,3,4,1,0,0,1,4,6,1,0,0.182,0.308,0.227,0.535,204,14,208,0.202,0.314,0.747
1190,CarlosSantana,1B,PIT,18,43,2,6,0,0,1,3,8,10,0,0,0.14,0.275,0.209,0.484,204,23,550,0.24,0.318,0.747
216,JarredKelenic,LF,SEA,19,51,10,18,2,2,4,10,3,13,3,1,0.353,0.389,0.706,1.095,207,11,372,0.253,0.327,0.746
951,ChrisTaylor,LF,LAD,20,57,10,9,1,0,3,6,10,25,0,0,0.158,0.294,0.333,0.627,207,15,338,0.237,0.326,0.746
486,JonathanIndia,2B,CIN,19,52,13,16,5,0,1,8,8,4,4,0,0.308,0.413,0.462,0.875,209,17,454,0.244,0.338,0.745
992,AlexVerdugo,RF,BOS,8,20,1,6,0,0,0,1,0,4,0,0,0.3,0.3,0.3,0.6,209,13,546,0.264,0.324,0.745
1285,AndyIboeaez,3B,DET,8,17,1,3,0,0,0,0,1,3,0,0,0.176,0.222,0.176,0.398,209,11,356,0.264,0.312,0.745
542,JoshBell,DH,CLE,18,47,6,11,2,0,4,10,5,14,0,0,0.234,0.302,0.532,0.834,212,22,547,0.247,0.325,0.744
1018,DansbySwanson,SS,CHC,17,41,7,5,1,0,2,4,10,16,1,0,0.122,0.294,0.293,0.587,212,22,565,0.244,0.328,0.744
360,AndrewVaughn,1B,CWS,13,37,4,13,1,1,2,5,2,5,0,0,0.351,0.385,0.595,0.98,214,21,566,0.258,0.314,0.743
1186,DanielVogelbach,DH,NYM,14,39,2,8,2,0,0,5,2,12,0,0,0.205,0.233,0.256,0.489,214,13,275,0.233,0.339,0.743
480,AndreLipcius,1B,DET,17,41,7,12,3,0,3,11,0,5,0,0,0.293,0.293,0.585,0.878,217,1,35,0.286,0.342,0.742
942,JoeyGallo,1B,MIN,16,42,4,9,2,0,1,2,5,17,0,0,0.214,0.298,0.333,0.631,218,21,282,0.177,0.301,0.741
418,JonnyDeLuca,DH,LAD,14,23,6,7,1,0,1,6,3,3,1,1,0.304,0.448,0.478,0.926,221,2,42,0.262,0.311,0.74
679,TeoscarHernoendez,RF,SEA,12,35,5,9,1,0,2,10,2,11,0,0,0.257,0.308,0.457,0.765,221,26,625,0.258,0.305,0.74
702,MikeTauchman,RF,CHC,21,40,9,9,4,0,1,4,8,14,6,0,0.225,0.354,0.4,0.754,221,8,337,0.252,0.363,0.74
575,J.D.Davis,DH,SF,17,45,6,14,4,0,1,6,2,15,1,1,0.311,0.354,0.467,0.821,224,18,480,0.248,0.325,0.738
625,AaronHicks,LF,NYY,18,41,8,12,1,0,1,2,8,14,1,0,0.293,0.408,0.39,0.798,225,8,269,0.253,0.353,0.736
650,CristianPache,CF,OAK,21,43,3,13,1,2,0,8,4,8,1,0,0.302,0.362,0.419,0.781,225,2,84,0.238,0.319,0.736
836,MichaelStefanic,3B,LAA,10,16,2,4,0,0,0,0,5,1,2,1,0.25,0.429,0.25,0.679,227,0,62,0.29,0.38,0.735
220,RobbieGrossman,LF,TEX,20,46,6,18,3,0,2,11,11,9,3,0,0.391,0.5,0.587,1.087,229,10,353,0.238,0.34,0.734
1292,TylerFitzgerald,SS,SF,9,18,0,3,1,0,0,3,0,8,1,0,0.167,0.167,0.222,0.389,229,2,32,0.219,0.265,0.734
446,LeodyTaveras,CF,TEX,5,10,3,4,0,0,0,2,2,2,1,0,0.4,0.5,0.4,0.9,231,14,511,0.266,0.312,0.733
537,GeorgeSpringer,RF,TOR,16,49,4,14,2,0,3,8,3,8,2,2,0.286,0.327,0.51,0.837,232,21,613,0.258,0.327,0.732
1301,ByronBuxton,DH,MIN,3,8,1,1,1,0,0,0,0,5,0,0,0.125,0.125,0.25,0.375,232,17,304,0.207,0.294,0.732
439,TimLocastro,CF,NYM,23,45,11,13,5,1,1,8,2,7,6,0,0.289,0.396,0.511,0.907,235,2,56,0.232,0.338,0.731
472,ThairoEstrada,2B,SF,14,39,8,11,6,1,1,8,1,11,2,1,0.282,0.317,0.564,0.881,235,14,495,0.271,0.315,0.731
762,YooenMoncada,3B,CWS,6,14,3,2,1,0,1,2,3,3,0,0,0.143,0.294,0.429,0.723,238,11,334,0.26,0.305,0.73
819,C.J.Cron,1B,COL,13,33,2,7,3,0,1,4,4,10,0,0,0.212,0.297,0.394,0.691,240,12,258,0.248,0.295,0.729
849,NicoHoerner,2B,CHC,16,48,8,12,1,2,1,3,0,5,1,0,0.25,0.25,0.417,0.667,240,9,619,0.283,0.346,0.729
1217,GarrettHampson,CF,MIA,17,38,3,6,1,1,0,0,3,10,2,0,0.158,0.22,0.237,0.457,240,3,221,0.276,0.349,0.729
196,TrevorLarnach,LF,MIN,13,37,7,13,2,0,4,8,3,7,0,0,0.351,0.4,0.73,1.13,243,8,183,0.213,0.311,0.726
226,SamHilliard,CF,ATL,17,48,5,20,4,0,1,10,9,14,2,1,0.417,0.509,0.563,1.072,243,3,72,0.236,0.295,0.726
831,SpencerHorwitz,1B,TOR,8,18,3,6,0,0,0,2,1,3,0,0,0.333,0.35,0.333,0.683,243,1,39,0.256,0.341,0.726
1125,BillyMcKinney,1B,NYY,16,31,3,6,0,0,0,1,4,11,1,0,0.194,0.306,0.194,0.5,243,6,128,0.227,0.32,0.726
238,KyleFarmer,3B,MIN,16,39,9,12,3,0,4,11,3,9,0,0,0.308,0.362,0.692,1.054,247,11,336,0.256,0.317,0.725
458,EliasDeaz,C,COL,14,37,4,11,2,0,2,6,5,10,0,0,0.297,0.381,0.514,0.895,247,14,486,0.267,0.316,0.725
826,AlfonsoRivas,1B,SD,18,30,8,6,0,0,2,6,3,12,1,0,0.2,0.286,0.4,0.686,247,3,109,0.229,0.303,0.725
368,YanGomes,C,CHC,16,39,5,12,2,0,4,12,1,8,0,0,0.308,0.302,0.667,0.969,251,10,382,0.267,0.315,0.723
602,RenoPinto,C,TB,12,26,5,8,1,0,1,5,2,9,0,0,0.308,0.345,0.462,0.807,251,6,103,0.252,0.267,0.723
891,GarrettCooper,1B,MIA,17,48,2,14,0,0,1,8,1,14,0,0,0.292,0.306,0.354,0.66,251,17,422,0.251,0.304,0.723
1250,JoeyMeneses,1B,WSH,12,38,3,7,1,0,0,2,1,6,0,0,0.184,0.225,0.211,0.436,254,13,611,0.275,0.321,0.722
811,CedricMullins,CF,BAL,9,25,5,6,1,0,1,3,2,6,0,0,0.24,0.296,0.4,0.696,255,15,404,0.233,0.305,0.721
1354,FranciscoAlvarez,DH,NYM,14,28,1,3,0,0,0,1,2,10,0,0,0.107,0.194,0.107,0.301,255,25,382,0.209,0.284,0.721
197,EdmundoSosa,SS,PHI,17,44,9,16,2,0,4,10,5,9,2,1,0.364,0.444,0.682,1.126,257,10,279,0.251,0.293,0.72
667,Michael A.Taylor,CF,MIN,17,45,4,12,5,0,1,6,4,13,0,1,0.267,0.327,0.444,0.771,257,21,355,0.22,0.278,0.72
1054,MauricioDubun,2B,HOU,18,43,4,9,2,0,0,2,5,7,2,2,0.209,0.306,0.256,0.562,257,10,467,0.278,0.309,0.72
1242,JaredYoung,1B,CHC,6,9,2,2,0,0,0,2,0,3,0,0,0.222,0.222,0.222,0.444,257,2,43,0.186,0.255,0.72
696,MichaelConforto,RF,SF,15,47,7,10,1,0,4,6,4,16,0,0,0.213,0.269,0.489,0.758,261,15,406,0.239,0.334,0.718
525,MattVierling,LF,DET,11,30,6,9,0,0,2,4,1,3,1,0,0.3,0.344,0.5,0.844,262,10,479,0.261,0.329,0.717
626,DJLeMahieu,2B,NYY,14,40,7,13,1,0,1,5,3,9,0,0,0.325,0.372,0.425,0.797,262,15,497,0.243,0.327,0.717
899,EvanLongoria,3B,AZ,12,26,3,5,2,0,1,4,3,11,0,0,0.192,0.267,0.385,0.652,262,11,211,0.223,0.295,0.717
945,KeibertRuiz,C,WSH,19,49,3,11,6,0,0,3,4,5,0,2,0.224,0.283,0.347,0.63,262,18,523,0.26,0.308,0.717
1037,WillyAdames,SS,MIL,14,43,3,10,1,0,1,3,1,15,0,0,0.233,0.25,0.326,0.576,262,24,553,0.217,0.31,0.717
435,ElehurisMontero,3B,COL,23,64,12,19,2,0,5,12,5,14,0,0,0.297,0.348,0.563,0.911,267,11,284,0.243,0.29,0.716
785,PabloReyes,2B,OAK,22,35,5,7,2,0,2,4,4,5,0,0,0.2,0.282,0.429,0.711,267,2,167,0.287,0.339,0.716
480,JordanWestburg,SS,BAL,22,49,10,15,5,1,1,7,4,15,1,1,0.306,0.368,0.51,0.878,269,3,208,0.26,0.311,0.715
717,BryanDe La Cruz,DH,MIA,18,46,3,12,2,2,1,4,2,10,1,0,0.261,0.292,0.457,0.749,269,19,579,0.257,0.304,0.715
1205,TylerO'Neill,CF,STL,10,24,1,4,1,0,0,1,3,7,0,1,0.167,0.259,0.208,0.467,269,9,238,0.231,0.312,0.715
204,EugenioSuoerez,3B,SEA,11,27,5,9,3,0,2,4,4,7,1,0,0.333,0.438,0.667,1.105,272,22,598,0.232,0.323,0.714
249,MJMelendez,C,KC,11,32,8,9,3,1,3,9,2,10,1,0,0.281,0.314,0.719,1.033,272,16,533,0.235,0.316,0.714
512,SalvadorPerez,C,KC,10,26,4,7,1,0,2,5,2,9,1,0,0.269,0.321,0.538,0.859,272,23,538,0.255,0.292,0.714
382,HunterRenfroe,RF,LAA,18,45,8,13,2,0,4,9,5,5,0,0,0.289,0.36,0.6,0.96,275,20,498,0.233,0.297,0.713
736,AndrosGimonez,2B,CLE,10,25,3,7,2,0,0,1,4,4,0,0,0.28,0.379,0.36,0.739,275,15,557,0.251,0.314,0.713
1051,MatthewBatten,3B,SD,9,19,3,3,2,0,0,1,3,3,1,0,0.158,0.304,0.263,0.567,275,2,120,0.258,0.355,0.713
602,GeraldoPerdomo,SS,AZ,20,37,11,10,1,0,1,5,11,6,3,1,0.27,0.429,0.378,0.807,279,6,407,0.246,0.353,0.712
667,WillieCalhoun,DH,NYY,21,51,6,15,2,0,1,4,6,6,0,0,0.294,0.379,0.392,0.771,279,5,134,0.239,0.309,0.712
1049,CJAbrams,SS,WSH,17,49,8,12,2,0,0,2,2,14,4,0,0.245,0.283,0.286,0.569,279,18,563,0.245,0.3,0.712
1325,AndrewKnizner,C,STL,17,48,3,6,0,0,0,1,3,10,0,0,0.125,0.208,0.125,0.333,279,10,224,0.241,0.288,0.712
706,CarlosCorrea,SS,MIN,11,27,2,8,0,0,1,2,2,6,0,0,0.296,0.345,0.407,0.752,283,18,514,0.23,0.312,0.711
1303,JeffMcNeil,2B,NYM,8,23,1,4,0,0,0,4,1,1,0,0,0.174,0.2,0.174,0.374,283,10,585,0.27,0.333,0.711
353,VictorCaratini,C,MIL,12,29,2,11,1,0,1,4,3,3,0,0,0.379,0.471,0.517,0.988,285,7,201,0.259,0.327,0.71
672,StevenKwan,LF,CLE,19,51,8,16,2,0,0,5,8,7,2,1,0.314,0.417,0.353,0.77,285,5,638,0.268,0.34,0.71
736,EllyDe La Cruz,SS,CIN,12,25,4,5,0,2,1,5,2,9,0,0,0.2,0.259,0.48,0.739,285,13,388,0.235,0.3,0.71
963,CavanBiggio,2B,TOR,20,49,8,11,0,0,1,2,8,13,1,0,0.224,0.333,0.286,0.619,285,9,289,0.235,0.34,0.71
561,StuartFairchild,CF,CIN,16,31,5,8,2,0,1,5,5,11,0,0,0.258,0.41,0.419,0.829,289,5,219,0.228,0.321,0.709
827,JonathanAranda,1B,TB,10,26,2,5,2,0,1,5,4,6,0,0,0.192,0.3,0.385,0.685,290,2,87,0.23,0.34,0.708
658,JoAdell,LF,LAA,19,48,10,11,1,0,4,6,2,22,1,1,0.229,0.275,0.5,0.775,291,3,58,0.207,0.258,0.706
931,AnthonyRizzo,1B,NYY,15,38,4,8,2,0,1,3,3,11,0,0,0.211,0.295,0.342,0.637,291,12,373,0.244,0.328,0.706
1233,TommyEdman,SS,STL,8,21,2,4,0,0,0,1,2,6,1,0,0.19,0.261,0.19,0.451,291,13,479,0.248,0.307,0.706
228,JeremyPeaa,SS,HOU,11,34,9,11,2,1,3,9,2,7,1,0,0.324,0.361,0.706,1.067,294,10,577,0.263,0.324,0.705
496,SamHaggerty,CF,SEA,13,31,6,9,2,1,1,4,2,6,1,0,0.29,0.353,0.516,0.869,294,1,91,0.253,0.364,0.705
535,GioUrshela,SS,LAA,13,36,4,13,1,1,0,4,2,4,0,0,0.361,0.395,0.444,0.839,296,2,214,0.299,0.329,0.703
646,TyFrance,1B,SEA,19,54,7,15,3,0,2,6,4,7,0,1,0.278,0.339,0.444,0.783,296,12,587,0.25,0.337,0.703
1064,RamunUreas,3B,BAL,14,33,3,6,2,0,0,1,6,9,0,0,0.182,0.308,0.242,0.55,296,4,360,0.264,0.328,0.703
467,ConnerCapel,LF,OAK,20,40,9,10,2,0,2,4,13,8,5,0,0.25,0.434,0.45,0.884,299,0,73,0.26,0.372,0.701
1378,BrendanRodgers,2B,COL,2,3,0,0,0,0,0,0,1,1,0,0,0,0.25,0,0.25,299,4,178,0.258,0.313,0.701
460,WhitMerrifield,2B,TOR,15,36,3,11,5,0,1,8,3,9,2,3,0.306,0.366,0.528,0.894,301,11,547,0.272,0.318,0.7
1104,OecarMercado,CF,STL,14,36,5,7,2,1,0,2,0,10,2,0,0.194,0.216,0.306,0.522,301,0,31,0.29,0.313,0.7
192,ParkerMeadows,CF,DET,21,41,10,13,3,0,5,11,4,14,0,0,0.317,0.378,0.756,1.134,303,3,125,0.232,0.331,0.699
1038,LukeMaile,C,CIN,14,33,4,6,1,0,1,2,4,13,0,0,0.182,0.27,0.303,0.573,303,6,179,0.235,0.308,0.699
1291,TylerHeineman,C,PIT,11,22,3,3,1,0,0,0,0,3,0,0,0.136,0.208,0.182,0.39,303,0,38,0.237,0.383,0.699
1004,AdamFrazier,2B,BAL,17,43,6,8,3,0,1,1,4,3,0,0,0.186,0.271,0.326,0.597,306,13,412,0.24,0.3,0.696
1437,NickSenzel,3B,CIN,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,306,13,301,0.236,0.297,0.696
204,BlakeSabol,C,SF,20,46,13,16,4,0,3,10,12,13,2,2,0.348,0.475,0.63,1.105,308,13,310,0.235,0.301,0.695
569,EzequielTovar,SS,COL,20,53,9,16,2,0,2,8,6,10,0,0,0.302,0.373,0.453,0.826,308,15,581,0.253,0.287,0.695
895,TylerStephenson,C,CIN,19,59,6,16,1,0,1,9,4,15,0,0,0.271,0.317,0.339,0.656,308,13,465,0.243,0.317,0.695
1104,GiancarloStanton,DH,NYY,15,45,5,10,2,0,0,3,2,14,0,0,0.222,0.255,0.267,0.522,308,24,371,0.191,0.275,0.695
485,JakeBauers,1B,NYY,13,27,3,11,1,0,0,2,2,5,3,1,0.407,0.433,0.444,0.877,312,12,242,0.202,0.279,0.692
601,SalFrelick,RF,MIL,10,26,3,10,1,0,0,2,0,3,3,1,0.385,0.385,0.423,0.808,312,3,191,0.246,0.341,0.692
706,DominicSmith,1B,WSH,19,56,4,14,1,0,3,8,4,17,0,2,0.25,0.323,0.429,0.752,312,12,527,0.254,0.326,0.692
1092,AlejandroKirk,C,TOR,8,20,3,4,0,0,0,1,4,6,0,0,0.2,0.333,0.2,0.533,312,8,372,0.25,0.334,0.692
816,SethBrown,LF,OAK,15,40,7,10,2,0,1,4,3,10,1,0,0.25,0.318,0.375,0.693,317,14,343,0.222,0.286,0.691
188,JakeCronenworth,2B,SD,18,48,12,19,6,1,2,7,5,6,0,1,0.396,0.453,0.688,1.141,318,10,458,0.229,0.312,0.69
680,AlecBurleson,RF,STL,19,58,8,16,6,0,1,8,4,6,0,0,0.276,0.333,0.431,0.764,318,8,315,0.244,0.3,0.69
210,FranchyCordero,DH,BAL,18,46,9,19,4,1,2,9,0,11,1,0,0.413,0.426,0.674,1.1,320,6,69,0.188,0.211,0.689
691,LuisGarcea,2B,WSH,19,60,7,17,3,0,2,8,4,9,1,1,0.283,0.328,0.433,0.761,320,9,447,0.266,0.304,0.689
1204,TravisJankowski,CF,TEX,18,43,6,9,0,0,0,1,3,9,0,1,0.209,0.261,0.209,0.47,320,1,247,0.263,0.357,0.689
1222,JakeMarisnick,CF,CWS,21,36,3,7,1,0,0,3,2,12,2,1,0.194,0.231,0.222,0.453,324,2,76,0.237,0.28,0.688
1325,MiguelAmaya,DH,CHC,1,1,1,0,0,0,0,1,0,1,0,0,0,0.333,0,0.333,324,5,131,0.214,0.329,0.688
616,KyleHigashioka,C,NYY,7,15,1,3,1,0,1,4,3,4,0,0,0.2,0.333,0.467,0.8,326,10,242,0.236,0.274,0.687
825,ManuelMargot,RF,TB,15,38,5,9,3,0,1,5,3,4,1,0,0.237,0.293,0.395,0.688,327,4,311,0.264,0.31,0.686
372,MikeMoustakas,DH,COL,14,40,7,14,4,0,2,9,1,8,0,0,0.35,0.366,0.6,0.966,328,12,352,0.247,0.293,0.685
565,ZachNeto,SS,LAA,16,23,7,6,2,1,0,2,4,5,0,0,0.261,0.393,0.435,0.828,328,9,289,0.225,0.308,0.685
1039,CodyThomas,LF,OAK,10,22,2,3,0,1,1,4,1,8,0,1,0.136,0.208,0.364,0.572,328,1,42,0.238,0.304,0.685
1183,JonathanDavis,CF,DET,24,42,5,7,1,0,0,1,7,15,6,2,0.167,0.3,0.19,0.49,328,2,90,0.244,0.307,0.685
1200,Travisd'Arnaud,C,ATL,12,30,0,6,1,0,0,1,2,6,0,0,0.2,0.242,0.233,0.475,328,11,267,0.225,0.288,0.685
801,AmedRosario,SS,CLE,19,54,5,13,1,0,3,9,1,9,1,0,0.241,0.276,0.426,0.702,333,6,510,0.263,0.305,0.683
616,AkilBaddoo,LF,DET,19,48,10,12,2,0,3,4,5,14,3,1,0.25,0.321,0.479,0.8,334,11,312,0.218,0.31,0.682
887,RobRefsnyder,RF,BOS,20,44,4,8,3,0,1,9,9,14,0,0,0.182,0.345,0.318,0.663,334,1,202,0.248,0.365,0.682
888,NelsonCruz,DH,SD,14,40,4,10,2,0,1,2,1,8,0,0,0.25,0.286,0.375,0.661,334,5,143,0.245,0.283,0.682
1015,AndrewBenintendi,LF,CWS,18,37,2,7,0,0,1,2,6,5,0,0,0.189,0.318,0.27,0.588,334,5,562,0.262,0.326,0.682
525,SheaLangeliers,C,OAK,18,45,10,11,4,1,2,6,5,15,1,0,0.244,0.333,0.511,0.844,338,22,448,0.205,0.268,0.681
589,MaikelGarcia,SS,KC,14,34,3,11,2,0,1,6,1,7,2,0,0.324,0.343,0.471,0.814,338,4,464,0.272,0.323,0.681
99,AnthonyRendon,3B,LAA,15,36,8,18,5,0,2,9,5,6,0,0,0.5,0.561,0.806,1.367,341,2,148,0.236,0.361,0.679
437,JosoAbreu,1B,HOU,17,48,6,14,8,0,2,11,2,9,0,0,0.292,0.327,0.583,0.91,341,18,540,0.237,0.296,0.679
240,BrianAnderson,3B,MIL,17,39,7,13,1,0,3,4,7,14,1,0,0.333,0.458,0.59,1.048,343,9,318,0.226,0.31,0.678
934,JakeMeyers,CF,HOU,15,41,8,11,2,0,0,3,2,10,0,1,0.268,0.318,0.317,0.635,343,10,309,0.227,0.296,0.678
1121,AndruwMonasterio,SS,MIL,17,26,8,3,0,0,1,4,6,7,1,0,0.115,0.273,0.231,0.504,343,3,282,0.259,0.33,0.678
1104,RyanMcKenna,CF,BAL,19,47,1,9,1,0,0,3,8,11,1,1,0.191,0.309,0.213,0.522,346,2,122,0.254,0.316,0.677
537,CurtisMead,3B,TB,9,22,3,5,1,0,2,3,2,5,0,0,0.227,0.292,0.545,0.837,348,1,83,0.253,0.326,0.675
824,KevinNewman,SS,CIN,15,45,5,13,3,0,0,3,3,6,3,0,0.289,0.333,0.356,0.689,348,3,225,0.253,0.311,0.675
855,RamunLaureano,RF,OAK,18,46,4,11,1,0,1,6,7,11,1,0,0.239,0.34,0.326,0.666,348,9,361,0.224,0.304,0.675
928,MiguelCabrera,DH,DET,9,23,3,5,1,0,1,2,1,5,0,0,0.217,0.25,0.391,0.641,348,4,334,0.257,0.322,0.675
1035,BlakePerkins,CF,MIL,19,32,3,6,0,0,1,5,5,6,0,0,0.188,0.297,0.281,0.578,348,4,143,0.217,0.325,0.675
1056,DavidPeralta,LF,LAD,12,28,3,4,1,0,1,3,5,4,0,0,0.143,0.273,0.286,0.559,348,7,394,0.259,0.294,0.675
406,OwenMiller,CF,MIL,16,42,7,16,5,0,0,4,4,7,1,0,0.381,0.435,0.5,0.935,354,5,291,0.261,0.303,0.674
933,DaultonVarsho,LF,TOR,21,51,4,10,3,1,1,8,6,15,2,1,0.196,0.283,0.353,0.636,354,20,527,0.22,0.285,0.674
446,ConnorWong,C,BOS,5,10,1,3,0,0,1,2,0,3,0,0,0.3,0.3,0.6,0.9,356,9,371,0.235,0.288,0.673
658,MiguelVargas,2B,LAD,20,44,8,11,3,0,1,2,9,18,0,1,0.25,0.389,0.386,0.775,357,7,256,0.195,0.305,0.672
911,EmmanuelRivera,3B,AZ,11,28,4,5,1,0,2,10,2,6,0,0,0.179,0.219,0.429,0.648,357,4,257,0.261,0.314,0.672
989,ReeseMcGuire,C,BOS,16,36,7,7,1,0,1,7,5,4,0,0,0.194,0.295,0.306,0.601,359,1,187,0.267,0.31,0.668
184,RowdyTellez,1B,MIL,9,22,3,7,0,0,3,4,4,5,0,0,0.318,0.423,0.727,1.15,360,13,311,0.215,0.291,0.667
356,JoshDonaldson,3B,NYY,16,39,8,10,2,0,4,10,7,8,0,0,0.256,0.37,0.615,0.985,360,13,165,0.152,0.249,0.667
378,TrentGrisham,CF,SD,18,48,11,13,4,0,4,12,7,13,0,0,0.271,0.357,0.604,0.961,360,13,469,0.198,0.315,0.667
490,BradMiller,DH,TEX,16,45,6,12,3,0,3,6,5,15,1,0,0.267,0.34,0.533,0.873,360,1,56,0.214,0.328,0.667
960,IldemaroVargas,3B,WSH,24,51,6,12,3,0,0,5,6,6,1,0,0.235,0.328,0.294,0.622,360,4,262,0.252,0.304,0.667
1221,CeddanneRafaela,CF,BOS,16,32,5,7,0,0,0,4,1,6,1,2,0.219,0.235,0.219,0.454,360,2,83,0.241,0.281,0.667
249,AnthonyVolpe,SS,NYY,19,55,13,17,6,1,3,5,9,15,5,0,0.309,0.415,0.618,1.033,366,21,541,0.209,0.283,0.666
530,JesﾃｺsAguilar,1B,OAK,16,42,7,11,3,0,2,9,6,5,0,0,0.262,0.367,0.476,0.843,366,5,104,0.221,0.281,0.666
1082,JasonDelay,C,PIT,14,21,2,3,0,0,1,2,1,3,0,0,0.143,0.25,0.286,0.536,366,1,167,0.251,0.319,0.666
719,JJBleday,LF,OAK,12,31,9,8,1,0,1,1,4,12,2,0,0.258,0.361,0.387,0.748,369,10,256,0.195,0.31,0.665
843,KevinPillar,LF,ATL,15,40,9,8,2,0,2,7,3,12,2,0,0.2,0.273,0.4,0.673,370,9,197,0.228,0.248,0.664
366,JosoCaballero,SS,SEA,13,23,3,7,2,0,1,6,5,9,2,2,0.304,0.452,0.522,0.974,371,4,231,0.221,0.343,0.663
1010,NickMadrigal,3B,CHC,18,47,5,12,1,0,0,3,4,6,3,0,0.255,0.314,0.277,0.591,371,2,270,0.263,0.311,0.663
1089,YuliGurriel,1B,MIA,7,22,0,5,1,0,0,1,0,1,0,0,0.227,0.261,0.273,0.534,371,4,298,0.245,0.304,0.663
378,KyleIsbel,CF,KC,18,44,7,17,6,0,0,5,4,8,2,0,0.386,0.438,0.523,0.961,374,5,292,0.24,0.282,0.662
651,XavierEdwards,2B,MIA,10,17,5,6,1,0,0,2,1,4,0,0,0.353,0.368,0.412,0.78,374,0,78,0.295,0.329,0.662
785,ElvisAndrus,2B,CWS,17,43,5,9,4,1,1,3,5,12,1,0,0.209,0.292,0.419,0.711,374,6,374,0.251,0.304,0.662
1067,KyleGarlick,LF,MIN,10,31,2,6,2,0,1,2,0,12,0,0,0.194,0.194,0.355,0.549,374,2,28,0.179,0.233,0.662
1060,LuisMatos,X,SF,14,32,4,7,0,0,1,1,1,6,2,0,0.219,0.242,0.313,0.555,378,2,228,0.25,0.319,0.661
1298,TylerFreeman,2B,CLE,16,34,4,5,0,0,0,3,4,4,4,0,0.147,0.231,0.147,0.378,378,4,153,0.242,0.295,0.661
138,HenryRamos,RF,CIN,13,29,8,13,3,0,2,8,2,2,0,0,0.448,0.469,0.759,1.228,380,0,74,0.243,0.349,0.66
515,NickPratto,1B,KC,14,34,8,11,3,1,0,4,4,13,0,0,0.324,0.385,0.471,0.856,380,7,306,0.232,0.307,0.66
561,VaughnGrissom,SS,ATL,12,35,6,13,2,0,0,6,2,4,2,0,0.371,0.4,0.429,0.829,380,0,75,0.28,0.313,0.66
916,MattThaiss,DH,LAA,19,36,3,7,2,0,0,0,12,7,0,0,0.194,0.396,0.25,0.646,383,9,262,0.214,0.319,0.659
775,JacobYoung,CF,WSH,7,7,2,2,1,0,0,0,0,1,1,0,0.286,0.286,0.429,0.715,384,0,107,0.252,0.322,0.658
827,KoleCalhoun,RF,SEA,13,35,2,10,2,0,0,2,3,6,0,0,0.286,0.342,0.343,0.685,384,6,157,0.217,0.282,0.658
845,FranciscoMejea,C,TB,10,23,3,5,1,0,1,2,1,4,0,1,0.217,0.28,0.391,0.671,384,5,150,0.227,0.258,0.658
512,DominicCanzone,RF,AZ,16,35,10,9,4,0,2,10,2,7,0,0,0.257,0.316,0.543,0.859,387,6,173,0.22,0.258,0.657
353,RaimelTapia,CF,BOS,17,43,7,14,6,0,2,5,3,6,3,0,0.326,0.383,0.605,0.988,389,3,148,0.236,0.317,0.655
706,WillBrennan,RF,CLE,20,48,7,13,6,0,1,6,0,8,3,1,0.271,0.294,0.458,0.752,389,5,432,0.266,0.299,0.655
817,YonathanDaza,CF,COL,21,61,7,19,2,0,0,5,4,10,5,0,0.311,0.348,0.344,0.692,389,0,74,0.27,0.304,0.655
409,EsteuryRuiz,CF,OAK,19,46,11,15,3,0,2,17,7,4,6,1,0.326,0.411,0.522,0.933,393,5,449,0.254,0.309,0.654
456,RougnedOdor,2B,SD,15,38,6,12,0,0,2,6,5,9,2,0,0.316,0.422,0.474,0.896,393,4,138,0.203,0.299,0.654
1039,LioverPeguero,SS,PIT,7,14,1,4,0,0,0,4,0,3,1,0,0.286,0.286,0.286,0.572,393,7,198,0.237,0.28,0.654
849,HenryDavis,X,PIT,8,6,4,1,0,0,0,2,3,2,2,0,0.167,0.5,0.167,0.667,396,7,225,0.213,0.302,0.653
1344,ZachMcKinstry,SS,CHC,20,38,1,3,1,0,0,2,7,8,0,1,0.079,0.222,0.105,0.327,396,9,464,0.231,0.302,0.653
128,HanserAlberto,3B,CWS,16,41,7,18,6,1,2,6,1,4,0,0,0.439,0.477,0.78,1.257,399,3,82,0.22,0.261,0.651
532,DylanCarlson,CF,STL,18,51,10,14,2,0,3,13,5,18,2,1,0.275,0.351,0.49,0.841,399,5,219,0.219,0.318,0.651
107,CarlosPorez,X,OAK,5,9,1,4,1,0,1,4,0,1,0,0,0.444,0.444,0.889,1.333,401,6,168,0.226,0.293,0.65
396,CarlosPorez,X,CWS,5,8,3,3,1,0,0,3,0,1,0,0,0.375,0.444,0.5,0.944,401,6,168,0.226,0.293,0.65
497,CoreyJulks,RF,HOU,18,40,6,11,3,1,2,12,3,8,1,0,0.275,0.318,0.55,0.868,402,6,298,0.245,0.297,0.649
823,YasmaniGrandal,C,CWS,19,48,4,12,3,0,1,5,4,14,0,0,0.25,0.315,0.375,0.69,403,8,363,0.234,0.309,0.648
475,LoganPorter,C,KC,18,23,2,8,2,0,0,4,3,1,0,0,0.348,0.444,0.435,0.879,404,1,31,0.194,0.324,0.647
