Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
379,GeraldoPerdomo,SS,AZ,15,37,2,8,3,0,0,4,1,10,1,0,0.216,0.256,0.297,0.553,92,3,337,0.273,0.344,0.718
523,JhonnyPereda,X,MIA,7,6,0,0,0,0,0,1,1,1,0,0,0,0.125,0,0.125,9,0,39,0.231,0.25,0.481
293,BlakePerkins,CF,MIL,15,36,7,8,1,0,0,7,5,13,4,0,0.222,0.302,0.25,0.552,92,6,383,0.24,0.316,0.648
523,JacePeterson,SS,AZ,15,36,5,10,3,1,0,7,4,11,0,1,0.278,0.395,0.417,0.812,1,0,22,0.045,0.154,0.199
128,JeremyPeña,SS,HOU,14,39,7,11,4,1,0,3,3,9,2,1,0.282,0.333,0.436,0.769,160,15,602,0.266,0.308,0.702
244,KevinPillar,RF,CWS,19,47,6,11,6,0,0,5,2,12,1,0,0.234,0.288,0.362,0.65,65,8,284,0.229,0.291,0.668
416,RenéPinto,C,TB,16,37,2,11,2,0,0,2,1,16,0,1,0.297,0.316,0.351,0.667,9,2,42,0.214,0.292,0.721
58,LukeRaley,1B,SEA,18,44,1,7,1,1,0,4,4,15,1,2,0.159,0.245,0.227,0.472,98,22,404,0.243,0.32,0.783
379,BryanRamos,3B,CWS,12,14,1,4,0,0,0,0,1,2,0,0,0.286,0.333,0.286,0.619,20,3,99,0.202,0.252,0.585
58,HeliotRamos,RF,SF,10,17,1,2,0,0,0,0,1,5,0,0,0.118,0.211,0.118,0.329,128,22,475,0.269,0.322,0.791
416,HaroldRamírez,RF,TB,18,46,5,13,3,0,0,6,3,11,1,0,0.283,0.353,0.348,0.701,62,2,238,0.261,0.28,0.604
454,JaksonReetz,C,SF,13,16,1,2,1,0,0,1,0,6,0,0,0.125,0.125,0.188,0.313,2,1,14,0.143,0.2,0.629
523,AnthonyRendon,3B,LAA,16,35,6,6,2,0,0,1,8,6,1,0,0.171,0.341,0.229,0.57,45,0,206,0.218,0.307,0.574
293,LuisRengifo,3B,LAA,14,34,0,7,1,0,0,0,1,7,1,0,0.206,0.229,0.235,0.464,85,6,283,0.3,0.347,0.764
273,BenRice,X,NYY,10,14,4,3,1,0,0,3,5,5,0,0,0.214,0.4,0.286,0.686,26,7,152,0.171,0.264,0.613
523,LeoRivas,SS,SEA,7,12,4,3,0,0,0,3,4,4,1,0,0.25,0.438,0.25,0.688,17,0,73,0.233,0.333,0.607
311,EmmanuelRivera,3B,AZ,21,48,3,8,1,1,0,4,7,9,0,0,0.167,0.268,0.229,0.497,63,5,265,0.238,0.312,0.655
157,BrendanRodgers,2B,COL,18,48,8,17,3,0,0,8,4,14,1,0,0.354,0.404,0.417,0.821,134,13,501,0.267,0.314,0.721
523,JohnathanRodríguez,RF,CLE,11,19,2,4,0,0,0,2,3,5,1,1,0.211,0.318,0.211,0.529,4,0,31,0.129,0.325,0.486
379,JohanRojas,CF,PHI,18,53,6,9,1,2,0,6,3,9,4,1,0.17,0.214,0.264,0.478,82,3,338,0.243,0.279,0.601
293,MiguelRojas,X,LAD,11,28,0,4,0,0,0,0,1,2,0,0,0.143,0.172,0.143,0.315,87,6,307,0.283,0.337,0.747
523,ChrisRoller,CF,MIL,17,29,4,3,2,0,0,1,3,16,2,0,0.103,0.212,0.172,0.384,0,0,1,0,0,0
523,DrewRomo,C,COL,14,23,2,5,3,1,0,4,2,6,0,0,0.217,0.269,0.435,0.704,9,0,51,0.176,0.208,0.443
379,BenRortvedt,X,NYY,15,26,5,6,1,0,0,0,3,7,0,0,0.231,0.375,0.269,0.644,66,3,290,0.228,0.317,0.62
207,EddieRosario,LF,WSH,9,23,3,4,0,0,0,3,5,4,2,0,0.174,0.31,0.174,0.484,52,10,297,0.175,0.215,0.531
157,KeibertRuiz,C,WSH,14,39,4,12,3,0,0,6,2,3,0,0,0.308,0.378,0.385,0.763,105,13,459,0.229,0.26,0.619
523,BlakeSabol,DH,SF,14,19,4,4,1,0,0,1,2,8,0,0,0.211,0.333,0.263,0.596,10,0,32,0.313,0.421,0.796
523,CésarSalazar,C,HOU,14,18,1,1,0,0,0,2,4,5,0,0,0.056,0.217,0.056,0.273,8,0,25,0.32,0.387,0.787
523,JavierSanoja,LF,MIA,16,19,1,4,1,0,0,2,1,1,2,0,0.211,0.25,0.263,0.513,8,0,35,0.229,0.25,0.536
416,AaronSchunk,SS,COL,20,33,5,9,2,0,0,6,0,8,2,1,0.273,0.314,0.333,0.647,22,2,94,0.234,0.265,0.595
8,KyleSchwarber,DH,PHI,14,38,2,5,1,0,0,2,6,20,0,0,0.132,0.25,0.158,0.408,142,38,573,0.248,0.366,0.851
416,VictorScott,CF,STL,14,41,10,13,0,1,0,1,5,7,4,1,0.317,0.404,0.366,0.77,26,2,145,0.179,0.219,0.502
20,CoreySeager,SS,TEX,3,8,0,2,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,132,30,475,0.278,0.353,0.865
273,NickSenzel,3B,WSH,15,39,2,9,2,0,0,6,4,13,0,0,0.231,0.302,0.282,0.584,46,7,236,0.195,0.283,0.614
454,AustinShenton,1B,TB,15,41,1,8,2,0,0,5,1,14,0,0,0.195,0.214,0.244,0.458,9,1,42,0.214,0.34,0.745
454,BradenShewmake,SS,CWS,19,36,5,9,2,1,0,5,2,7,6,1,0.25,0.3,0.361,0.661,8,1,64,0.125,0.134,0.337
416,MichaelSiani,CF,STL,26,45,10,13,1,1,0,1,8,10,1,1,0.289,0.407,0.356,0.763,68,2,298,0.228,0.285,0.57
157,JonSingleton,1B,HOU,14,40,1,8,2,0,0,7,3,12,0,0,0.2,0.25,0.25,0.5,83,13,355,0.234,0.321,0.707
416,AustinSlater,DH,SF,9,18,2,3,0,0,0,2,4,12,1,0,0.167,0.292,0.167,0.459,37,2,177,0.209,0.321,0.587
157,JoshSmith,SS,TEX,19,35,4,10,5,0,0,4,10,11,1,0,0.286,0.469,0.429,0.898,135,13,523,0.258,0.337,0.731
523,KevinSmith,SS,NYY,20,41,4,10,1,1,0,7,2,13,1,0,0.244,0.326,0.317,0.643,0,0,0,0,0,0
222,PavinSmith,DH,AZ,16,39,4,11,1,0,0,3,4,6,0,0,0.282,0.333,0.308,0.641,37,9,137,0.27,0.348,0.895
222,TylerSoderstrom,X,OAK,15,33,2,4,2,0,0,6,2,8,0,0,0.121,0.167,0.182,0.349,44,9,189,0.233,0.315,0.744
64,JorgeSoler,DH,SF,16,41,2,12,2,0,0,6,7,10,1,0,0.293,0.396,0.341,0.737,119,21,493,0.241,0.338,0.78
523,LivanSoto,SS,LAA,24,38,5,9,1,1,0,4,5,10,2,1,0.237,0.326,0.316,0.642,3,0,13,0.231,0.375,0.683
222,JacobStallings,C,COL,14,29,6,8,2,1,0,3,7,9,0,0,0.276,0.432,0.414,0.846,64,9,243,0.263,0.357,0.81
523,MichaelStefanic,3B,LAA,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,24,0,110,0.218,0.301,0.556
523,CalStevenson,LF,PHI,18,32,4,5,0,0,0,1,5,15,0,0,0.156,0.27,0.156,0.426,6,0,24,0.25,0.333,0.708
523,MylesStraw,CF,CLE,10,29,6,10,3,0,0,1,3,2,0,0,0.345,0.406,0.448,0.854,1,0,4,0.25,0.25,0.5
454,GarrettStubbs,C,PHI,16,25,2,8,1,0,0,3,6,8,0,0,0.32,0.438,0.36,0.798,34,1,164,0.207,0.296,0.558
117,DansbySwanson,SS,CHC,18,42,5,8,0,0,0,2,5,12,0,0,0.19,0.277,0.19,0.467,129,16,534,0.242,0.312,0.702
523,AliSánchez,C,PIT,8,16,2,2,0,0,0,0,3,7,0,0,0.125,0.263,0.125,0.388,14,0,84,0.167,0.211,0.401
101,JesúsSánchez,RF,MIA,16,43,3,13,2,0,0,6,1,8,0,0,0.302,0.318,0.349,0.667,123,18,489,0.252,0.313,0.73
180,LeodyTaveras,CF,TEX,20,48,5,10,0,1,0,3,7,16,3,1,0.208,0.304,0.25,0.554,110,12,480,0.229,0.289,0.641
311,Michael A.Taylor,CF,PIT,4,9,0,2,0,0,0,0,0,4,0,0,0.222,0.222,0.222,0.444,52,5,269,0.193,0.253,0.543
379,JoséTena,2B,CLE,18,32,1,7,2,0,0,4,4,8,0,0,0.219,0.289,0.281,0.57,43,3,161,0.267,0.298,0.652
523,BryceTeodosio,RF,LAA,1,3,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.666,1,0,12,0.083,0.083,0.166
416,MattThaiss,C,LAA,17,28,7,6,2,0,0,0,7,5,1,0,0.214,0.405,0.286,0.691,32,2,157,0.204,0.323,0.622
207,SpencerTorkelson,1B,DET,19,51,2,7,3,1,0,6,5,20,0,0,0.137,0.228,0.235,0.463,75,10,342,0.219,0.295,0.669
523,ColeTucker,3B,SEA,11,10,2,2,0,0,0,0,4,3,0,0,0.2,0.429,0.2,0.629,9,0,50,0.18,0.263,0.563
273,BriceTurang,2B,MIL,17,42,6,10,1,1,0,4,7,6,7,2,0.238,0.373,0.31,0.683,142,7,559,0.254,0.316,0.665
64,TreaTurner,SS,PHI,17,46,2,13,5,0,0,3,3,12,2,0,0.283,0.327,0.391,0.718,149,21,505,0.295,0.338,0.807
222,GioUrshela,3B,DET,18,51,4,15,4,0,0,6,0,11,0,0,0.294,0.294,0.373,0.667,108,9,432,0.25,0.286,0.647
454,IldemaroVargas,SS,WSH,15,39,5,9,1,0,0,2,4,2,3,1,0.231,0.318,0.256,0.574,67,1,272,0.246,0.295,0.611
244,NelsonVelázquez,LF,KC,14,39,5,7,1,1,0,2,5,11,0,0,0.179,0.273,0.256,0.529,41,8,205,0.2,0.274,0.64
157,AlexVerdugo,LF,NYY,16,38,5,9,1,0,0,4,5,8,1,0,0.237,0.333,0.263,0.596,130,13,559,0.233,0.291,0.647
523,JasonVosler,1B,SEA,1,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,5,0,28,0.179,0.233,0.519
523,LuisVázquez,SS,CHC,14,33,3,9,2,0,0,4,2,9,1,0,0.273,0.306,0.333,0.639,1,0,12,0.083,0.143,0.226
416,EricWagaman,1B,LAA,6,7,1,1,0,0,0,0,2,3,0,0,0.143,0.333,0.143,0.476,18,2,72,0.25,0.27,0.673
416,WillWagner,3B,HOU,14,28,3,6,0,0,0,5,4,7,0,0,0.214,0.303,0.214,0.517,25,2,82,0.305,0.337,0.788
454,DonovanWalton,2B,SF,17,17,4,4,0,0,0,1,5,5,0,1,0.235,0.435,0.235,0.67,3,1,22,0.136,0.24,0.513
523,JoeyWendle,2B,NYM,8,19,4,8,1,0,0,1,2,5,0,0,0.421,0.5,0.474,0.974,8,0,36,0.222,0.243,0.493
454,EliWhite,RF,ATL,17,32,7,11,3,0,0,2,9,9,4,0,0.344,0.488,0.438,0.926,11,1,39,0.282,0.333,0.769
523,JoeyWiemer,CF,MIL,17,51,4,10,0,0,0,2,5,15,1,1,0.196,0.268,0.196,0.464,4,0,26,0.154,0.214,0.368
523,AlikaWilliams,SS,PIT,20,41,6,7,1,0,0,2,4,12,0,0,0.171,0.261,0.195,0.456,18,0,87,0.207,0.242,0.541
523,JacobWilson,SS,OAK,10,16,4,7,2,0,0,3,1,1,0,0,0.438,0.471,0.563,1.034,23,0,92,0.25,0.314,0.629
523,JustinWilson,P,CIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,MasynWinn,SS,STL,17,44,6,10,4,0,0,1,5,17,3,1,0.227,0.32,0.318,0.638,157,15,587,0.267,0.314,0.73
345,BrettWisely,2B,SF,12,16,3,3,1,0,0,2,2,6,1,0,0.188,0.263,0.25,0.513,60,4,252,0.238,0.278,0.623
523,AustinWynns,C,CIN,6,10,0,4,1,0,0,1,3,3,0,0,0.4,0.538,0.5,1.038,7,0,19,0.368,0.4,0.979
523,EricYang,C,CIN,2,1,1,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0
101,MikeYastrzemski,RF,SF,11,28,5,6,3,0,0,2,5,8,1,0,0.214,0.353,0.321,0.674,99,18,428,0.231,0.302,0.739
416,NickYorke,2B,BOS,15,22,2,2,0,0,0,0,3,7,0,0,0.091,0.231,0.091,0.322,8,2,37,0.216,0.286,0.664
379,JacobYoung,CF,WSH,20,46,3,14,1,0,0,5,1,12,4,2,0.304,0.347,0.326,0.673,120,3,468,0.256,0.316,0.647
128,Travisd'Arnaud,C,ATL,11,20,3,6,1,0,0,2,3,7,0,0,0.3,0.4,0.35,0.75,73,15,307,0.238,0.302,0.738
