Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
244,AnthonyRizzo,1B,NYY,15,36,5,14,3,0,2,9,7,6,0,1,0.389,0.488,0.639,1.127,77,8,337,0.228,0.301,0.636
145,LuisRobert,CF,CWS,17,50,4,10,1,0,2,3,1,10,0,0,0.2,0.231,0.34,0.571,88,14,393,0.224,0.278,0.657
77,JulioRodríguez,CF,SEA,14,33,10,13,3,0,2,7,8,11,1,1,0.394,0.512,0.667,1.179,155,20,567,0.273,0.325,0.734
379,AmedRosario,RF,TB,20,55,9,15,4,0,2,4,0,8,3,0,0.273,0.273,0.455,0.728,93,3,332,0.28,0.306,0.686
157,NolanSchanuel,1B,LAA,19,48,4,12,0,1,2,8,6,5,2,1,0.25,0.333,0.417,0.75,130,13,519,0.25,0.343,0.705
311,DanielSchneemann,3B,CLE,21,41,9,13,2,1,2,8,6,8,0,0,0.317,0.404,0.561,0.965,42,5,193,0.218,0.303,0.671
157,DavisSchneider,2B,TOR,17,44,6,7,1,0,2,3,4,14,0,0,0.159,0.24,0.318,0.558,76,13,397,0.191,0.282,0.625
523,NickSogard,SS,BOS,17,23,4,7,2,0,2,7,4,7,1,0,0.304,0.393,0.652,1.045,21,0,77,0.273,0.326,0.651
273,EdmundoSosa,SS,PHI,18,49,8,10,2,0,2,8,2,19,1,0,0.204,0.25,0.367,0.617,64,7,249,0.257,0.313,0.735
20,EugenioSuárez,3B,AZ,16,38,7,8,1,0,2,5,4,16,0,0,0.211,0.286,0.395,0.681,146,30,571,0.256,0.319,0.788
194,GarySánchez,DH,MIL,11,42,5,11,3,0,2,5,1,15,0,0,0.262,0.279,0.476,0.755,54,11,245,0.22,0.307,0.699
523,SamadTaylor,2B,SEA,15,33,8,9,1,0,2,6,4,9,3,2,0.273,0.342,0.485,0.827,2,0,5,0.4,0.4,0.8
379,LuisTorrens,C,NYY,20,36,5,8,2,0,2,3,1,9,0,0,0.222,0.3,0.444,0.744,27,3,118,0.229,0.292,0.665
33,EzequielTovar,SS,COL,18,48,11,14,6,1,2,9,2,12,1,1,0.292,0.314,0.583,0.897,176,26,655,0.269,0.295,0.764
222,JaredTriolo,2B,PIT,16,42,11,13,2,0,2,5,5,14,0,0,0.31,0.383,0.5,0.883,85,9,394,0.216,0.296,0.611
345,LuisUrías,3B,SEA,15,38,8,9,2,1,2,5,3,8,0,0,0.237,0.302,0.5,0.802,18,4,94,0.191,0.303,0.697
117,MattVierling,CF,DET,19,45,8,11,4,1,2,8,8,8,0,0,0.244,0.352,0.511,0.863,133,16,518,0.257,0.312,0.735
33,ChristianWalker,1B,AZ,16,40,3,12,4,0,2,5,1,4,1,0,0.3,0.333,0.55,0.883,120,26,479,0.251,0.335,0.803
157,AustinWells,C,NYY,17,40,6,12,4,0,2,9,6,16,1,1,0.3,0.391,0.55,0.941,81,13,354,0.229,0.322,0.717
416,JamieWestbrook,3B,BOS,20,35,5,10,1,0,2,3,6,8,0,0,0.286,0.405,0.486,0.891,6,2,40,0.15,0.234,0.584
101,JordanWestburg,3B,BAL,16,50,10,14,3,1,2,8,1,17,1,0,0.28,0.308,0.5,0.808,110,18,416,0.264,0.312,0.793
244,PatrickWisdom,3B,CHC,6,16,3,6,1,0,2,6,0,5,0,0,0.375,0.375,0.813,1.188,27,8,158,0.171,0.237,0.629
157,ConnorWong,C,BOS,16,41,7,14,6,0,2,8,2,7,0,0,0.341,0.386,0.634,1.02,125,13,447,0.28,0.333,0.758
194,ChristianYelich,LF,MIL,11,33,8,10,2,1,2,6,2,8,0,0,0.303,0.333,0.606,0.939,85,11,270,0.315,0.406,0.91
293,JuanYepez,1B,WSH,18,34,8,13,0,0,2,9,2,1,0,0,0.382,0.405,0.559,0.964,64,6,226,0.283,0.335,0.764
416,JoséAbreu,1B,HOU,10,26,2,8,2,0,1,4,4,6,0,0,0.308,0.419,0.5,0.919,14,2,113,0.124,0.167,0.362
416,RileyAdams,C,WSH,11,28,6,8,2,0,1,4,2,5,0,1,0.286,0.355,0.464,0.819,26,2,116,0.224,0.292,0.628
523,KevinAlcantara,CF,CHC,9,20,1,3,1,0,1,2,0,9,0,0,0.15,0.15,0.35,0.5,1,0,10,0.1,0.1,0.2
523,CJAlexander,3B,KC,17,29,1,7,2,0,1,3,0,10,0,1,0.241,0.241,0.414,0.655,1,0,8,0.125,0.125,0.25
454,NickAllen,SS,OAK,11,23,2,6,0,2,1,7,4,2,1,0,0.261,0.357,0.565,0.922,17,1,97,0.175,0.216,0.463
77,JoseAltuve,2B,HOU,15,40,7,10,3,0,1,5,6,12,3,0,0.25,0.348,0.4,0.748,185,20,628,0.295,0.35,0.789
523,ArmandoAlvarez,3B,OAK,17,29,6,11,1,0,1,5,2,4,0,1,0.379,0.419,0.517,0.936,9,0,37,0.243,0.282,0.552
11,YordanAlvarez,DH,HOU,14,35,8,12,1,0,1,8,5,11,0,0,0.343,0.439,0.457,0.896,170,35,552,0.308,0.392,0.959
244,MiguelAmaya,C,CHC,14,42,6,9,1,0,1,6,2,5,0,0,0.214,0.25,0.31,0.56,76,8,328,0.232,0.288,0.645
523,TimAnderson,SS,MIA,13,37,3,10,2,1,1,1,0,15,0,0,0.27,0.27,0.459,0.729,50,0,234,0.214,0.237,0.463
293,JonathanAranda,1B,TB,13,35,2,13,4,0,1,7,3,3,0,1,0.371,0.421,0.571,0.992,30,6,128,0.234,0.308,0.738
379,GabrielArias,SS,CLE,15,43,5,10,2,1,1,6,4,13,3,0,0.233,0.298,0.395,0.693,34,3,153,0.222,0.255,0.608
345,LuisArraez,2B,MIA,16,44,6,17,6,0,1,4,0,7,0,0,0.386,0.391,0.591,0.982,200,4,637,0.314,0.346,0.738
416,AkilBaddoo,CF,DET,14,28,3,5,0,0,1,2,3,14,0,1,0.179,0.303,0.286,0.589,10,2,73,0.137,0.22,0.521
244,PatrickBailey,C,SF,10,23,4,3,0,0,1,7,4,10,0,0,0.13,0.259,0.261,0.52,94,8,401,0.234,0.298,0.637
416,LukenBaker,DH,STL,23,44,2,9,1,0,1,6,3,13,0,0,0.205,0.25,0.295,0.545,7,2,40,0.175,0.286,0.686
180,JakeBauers,1B,MIL,14,41,7,11,3,0,1,10,5,13,1,1,0.268,0.375,0.415,0.79,60,12,302,0.199,0.301,0.662
91,JoshBell,1B,MIA,16,41,5,8,3,0,1,5,5,9,0,0,0.195,0.283,0.341,0.624,134,19,538,0.249,0.319,0.724
101,CodyBellinger,CF,CHC,13,30,5,9,1,0,1,6,5,10,0,0,0.3,0.389,0.433,0.822,137,18,516,0.266,0.325,0.751
523,StewardBerroa,CF,TOR,17,19,5,3,0,0,1,5,4,6,2,0,0.158,0.304,0.316,0.62,7,0,37,0.189,0.333,0.549
454,JonBerti,3B,MIA,14,35,4,8,2,0,1,6,4,12,1,1,0.229,0.325,0.371,0.696,18,1,66,0.273,0.342,0.66
91,MookieBetts,2B,LAD,16,41,10,16,4,0,1,3,5,6,0,1,0.39,0.457,0.561,1.018,130,19,450,0.289,0.372,0.863
345,BoBichette,SS,TOR,19,58,10,20,5,0,1,7,2,11,3,0,0.345,0.367,0.483,0.85,70,4,311,0.225,0.277,0.599
416,RyanBliss,SS,SEA,19,36,8,12,3,0,1,9,2,11,5,1,0.333,0.368,0.5,0.868,14,2,63,0.222,0.29,0.687
128,AlecBohm,3B,PHI,16,41,2,11,3,0,1,5,2,9,0,0,0.268,0.318,0.415,0.733,155,15,554,0.28,0.332,0.78
454,SeanBouchard,RF,COL,21,44,6,9,3,0,1,4,7,16,2,0,0.205,0.308,0.341,0.649,17,1,91,0.187,0.29,0.587
145,SethBrown,RF,OAK,13,33,3,11,1,0,1,6,2,16,0,0,0.333,0.371,0.455,0.826,86,14,372,0.231,0.283,0.662
416,VidalBruján,SS,MIA,16,32,6,7,0,0,1,3,5,7,1,2,0.219,0.324,0.313,0.637,55,2,248,0.222,0.303,0.622
64,AlecBurleson,LF,STL,21,48,3,18,5,0,1,8,7,4,1,0,0.375,0.446,0.542,0.988,147,21,547,0.269,0.314,0.734
101,ByronBuxton,CF,MIN,13,35,6,11,3,2,1,4,2,7,0,0,0.314,0.368,0.6,0.968,99,18,355,0.279,0.335,0.859
222,JoséCaballero,SS,TB,18,47,7,10,5,0,1,2,2,15,3,1,0.213,0.26,0.383,0.643,100,9,441,0.227,0.283,0.63
454,TreyCabbage,RF,HOU,14,36,2,4,2,0,1,3,0,17,0,1,0.111,0.111,0.25,0.361,18,1,86,0.209,0.253,0.59
311,WillieCalhoun,DH,LAA,18,37,4,11,3,0,1,2,4,6,0,0,0.297,0.366,0.459,0.825,56,5,229,0.245,0.315,0.695
379,AlexCall,LF,WSH,21,34,10,13,4,0,1,8,8,6,2,1,0.382,0.511,0.588,1.099,34,3,99,0.343,0.425,0.95
523,JairCamargo,C,MIN,9,21,3,5,2,0,1,5,1,5,0,0,0.238,0.273,0.476,0.749,0,0,6,0,0.143,0.143
293,JuniorCaminero,3B,TB,9,26,1,7,1,0,1,4,1,4,0,0,0.269,0.296,0.423,0.719,41,6,165,0.248,0.299,0.723
244,LuisCampusano,C,SD,14,36,5,9,2,0,1,4,1,8,0,0,0.25,0.289,0.389,0.678,63,8,277,0.227,0.281,0.642
77,JeimerCandelario,3B,CIN,15,42,7,8,1,1,1,2,4,11,0,0,0.19,0.277,0.333,0.61,96,20,427,0.225,0.279,0.708
523,ConnerCapel,LF,CIN,12,18,2,4,1,0,1,2,1,8,1,0,0.222,0.263,0.444,0.707,2,0,8,0.25,0.25,0.5
523,VinnyCapra,2B,MIL,13,22,6,7,2,0,1,1,2,6,3,0,0.318,0.375,0.545,0.92,1,0,9,0.111,0.111,0.333
345,MattCarpenter,DH,STL,13,26,5,9,5,0,1,5,3,9,0,0,0.346,0.419,0.654,1.073,32,4,137,0.234,0.314,0.686
180,WilliCastro,CF,MIN,15,41,5,14,2,1,1,2,0,12,1,0,0.341,0.341,0.512,0.853,138,12,558,0.247,0.331,0.716
379,GriffinConine,RF,MIA,15,22,2,4,2,0,1,3,0,7,0,0,0.182,0.182,0.409,0.591,22,3,82,0.268,0.326,0.777
128,WillsonContreras,C,STL,15,39,4,10,5,0,1,8,3,17,0,0,0.256,0.302,0.462,0.764,79,15,301,0.262,0.38,0.848
145,CarlosCorrea,SS,MIN,15,38,4,10,1,0,1,6,3,9,0,0,0.263,0.31,0.368,0.678,99,14,319,0.31,0.388,0.905
222,J.P.Crawford,SS,SEA,17,44,9,15,3,0,1,5,4,4,0,1,0.341,0.408,0.477,0.885,79,9,392,0.202,0.304,0.625
379,DylanCrews,CF,WSH,20,32,4,5,2,0,1,5,4,12,2,0,0.156,0.289,0.313,0.602,26,3,119,0.218,0.288,0.641
112,JakeCronenworth,1B,SD,14,29,6,7,1,0,1,4,10,6,1,0,0.241,0.45,0.379,0.829,139,17,577,0.241,0.324,0.714
117,YainerDiaz,C,HOU,15,42,7,10,1,0,1,8,5,5,0,0,0.238,0.333,0.333,0.666,175,16,585,0.299,0.325,0.766
454,DillonDingler,X,DET,15,21,7,5,0,0,1,2,4,8,0,0,0.238,0.37,0.381,0.751,14,1,84,0.167,0.195,0.505
345,BrandonDrury,2B,LAA,20,51,8,18,5,0,1,9,5,15,0,2,0.353,0.421,0.51,0.931,55,4,325,0.169,0.242,0.47
345,MauricioDubón,2B,HOU,14,34,10,16,5,0,1,7,4,4,1,1,0.471,0.538,0.706,1.244,108,4,402,0.269,0.296,0.657
454,OliverDunn,3B,MIL,17,39,10,11,3,1,1,10,8,17,5,0,0.282,0.404,0.487,0.891,21,1,95,0.221,0.282,0.598
379,EzequielDuran,SS,TEX,22,61,8,17,1,1,1,4,3,10,3,1,0.279,0.313,0.377,0.69,66,3,268,0.246,0.288,0.609
64,JarrenDuran,LF,BOS,16,48,8,12,4,1,1,5,2,9,1,0,0.25,0.28,0.438,0.718,191,21,671,0.285,0.342,0.834
454,DominicFletcher,RF,CWS,23,54,7,11,3,0,1,4,6,21,1,0,0.204,0.283,0.315,0.598,46,1,223,0.206,0.252,0.508
523,JustinFoscue,2B,TEX,21,48,6,12,4,0,1,6,2,14,0,0,0.25,0.315,0.396,0.711,2,0,42,0.048,0.091,0.162
311,JakeFraley,RF,CIN,15,39,4,8,4,0,1,3,4,14,3,2,0.205,0.279,0.385,0.664,97,5,350,0.277,0.33,0.716
273,TylerFreeman,CF,CLE,15,37,5,11,3,0,1,4,1,6,3,1,0.297,0.366,0.459,0.825,69,7,330,0.209,0.305,0.626
523,AramisGarcia,C,PHI,14,28,4,11,5,0,1,7,4,11,1,0,0.393,0.469,0.679,1.148,0,0,7,0,0,0
523,TylerGentry,RF,KC,10,17,3,2,0,0,1,3,1,4,0,0,0.118,0.211,0.294,0.505,0,0,5,0,0,0
222,AndrésGiménez,2B,CLE,18,47,11,16,1,0,1,5,3,4,6,0,0.34,0.407,0.426,0.833,147,9,583,0.252,0.298,0.638
58,PaulGoldschmidt,1B,STL,19,47,3,6,3,0,1,4,6,20,0,0,0.128,0.222,0.255,0.477,147,22,599,0.245,0.302,0.716
273,NickGonzales,2B,PIT,14,35,4,9,3,0,1,2,2,6,0,1,0.257,0.297,0.429,0.726,97,7,359,0.27,0.311,0.709
293,RomyGonzalez,CF,BOS,17,33,4,8,1,0,1,2,2,10,4,0,0.242,0.306,0.364,0.67,53,6,199,0.266,0.306,0.723
91,NolanGorman,2B,STL,18,43,7,10,3,0,1,7,10,17,1,1,0.233,0.389,0.372,0.761,74,19,365,0.203,0.271,0.671
42,RileyGreene,LF,DET,19,50,5,13,4,0,1,5,6,15,0,0,0.26,0.339,0.4,0.739,134,24,512,0.262,0.348,0.827
222,TrentGrisham,CF,NYY,19,43,5,8,0,1,1,7,12,14,4,0,0.186,0.364,0.302,0.666,34,9,179,0.19,0.29,0.675
101,LourdesGurriel,LF,AZ,19,46,5,15,6,1,1,9,5,9,1,1,0.326,0.382,0.565,0.947,143,18,513,0.279,0.322,0.757
523,SamHaggerty,CF,SEA,9,22,6,3,1,0,1,1,2,6,1,0,0.136,0.208,0.318,0.526,1,0,15,0.067,0.125,0.192
311,AustinHays,LF,BAL,12,29,3,4,2,0,1,5,2,5,0,0,0.138,0.229,0.31,0.539,60,5,235,0.255,0.303,0.699
416,AustinHedges,C,CLE,12,31,6,10,4,0,1,3,4,9,0,0,0.323,0.417,0.548,0.965,20,2,132,0.152,0.203,0.423
523,MichaelHelman,CF,MIN,18,34,7,9,3,0,1,5,3,11,3,0,0.265,0.342,0.441,0.783,3,0,10,0.3,0.3,0.8
14,TeoscarHernández,LF,LAD,14,35,6,12,3,0,1,4,2,12,0,0,0.343,0.425,0.514,0.939,160,33,589,0.272,0.339,0.84
311,ReceHinds,RF,CIN,8,12,1,2,0,0,1,2,2,5,0,0,0.167,0.286,0.417,0.703,12,5,46,0.261,0.333,1.05
345,JoseIglesias,2B,NYM,15,39,4,11,1,1,1,3,2,7,0,0,0.282,0.317,0.436,0.753,91,4,270,0.337,0.381,0.829
244,KyleIsbel,CF,KC,14,36,9,11,2,0,1,5,4,6,2,0,0.306,0.375,0.444,0.819,88,8,384,0.229,0.287,0.654
379,AlexJackson,C,TB,16,35,5,8,1,0,1,3,2,12,0,0,0.229,0.263,0.343,0.606,17,3,139,0.122,0.201,0.438
222,DannyJansen,C,TOR,8,23,3,5,2,0,1,3,2,2,0,0,0.217,0.308,0.435,0.743,57,9,278,0.205,0.309,0.658
222,ConnorJoe,RF,PIT,15,34,3,7,1,0,1,4,6,8,0,0,0.206,0.317,0.324,0.641,83,9,364,0.228,0.32,0.688
454,GregJones,CF,COL,13,21,4,5,1,0,1,2,4,12,2,0,0.238,0.36,0.429,0.789,1,1,5,0.2,0.333,1.133
454,JahmaiJones,2B,NYY,14,28,4,8,3,0,1,4,7,8,1,1,0.286,0.429,0.5,0.929,10,1,42,0.238,0.304,0.685
523,JaceJung,3B,DET,18,22,5,7,0,0,1,5,4,5,0,0,0.318,0.429,0.455,0.884,19,0,79,0.241,0.362,0.666
157,ColtKeith,2B,DET,21,54,3,13,2,1,1,9,4,10,0,0,0.241,0.288,0.37,0.658,134,13,516,0.26,0.309,0.689
128,JarredKelenic,LF,ATL,21,56,6,8,0,1,1,4,4,13,1,0,0.143,0.2,0.232,0.432,95,15,412,0.231,0.286,0.679
523,TonyKemp,2B,CIN,8,21,2,7,1,1,1,5,2,4,0,1,0.333,0.391,0.619,1.01,0,0,9,0,0.1,0.1
454,BuddyKennedy,2B,DET,14,25,1,4,1,0,1,3,4,7,1,0,0.16,0.323,0.32,0.643,4,1,21,0.19,0.308,0.689
523,GraeKessinger,SS,HOU,14,36,5,7,1,0,1,6,1,15,1,0,0.194,0.216,0.306,0.522,0,0,21,0,0.16,0.16
194,Ha-SeongKim,SS,SD,13,31,4,10,3,0,1,6,4,7,3,0,0.323,0.389,0.516,0.905,94,11,403,0.233,0.33,0.7
244,IsiahKiner-Falefa,3B,TOR,19,44,4,15,3,0,1,7,5,13,1,3,0.341,0.442,0.477,0.919,125,8,465,0.269,0.306,0.682
145,StevenKwan,LF,CLE,18,56,10,16,3,1,1,10,4,3,0,0,0.286,0.333,0.429,0.762,140,14,480,0.292,0.368,0.793
128,TrevorLarnach,LF,MIN,10,25,2,6,2,0,1,2,3,7,1,0,0.24,0.321,0.44,0.761,92,15,355,0.259,0.338,0.772
194,RamónLaureano,RF,CLE,18,52,7,13,5,0,1,8,7,15,3,0,0.25,0.339,0.404,0.743,74,11,286,0.259,0.311,0.748
379,BrooksLee,SS,MIN,13,36,3,12,5,1,1,4,1,5,0,0,0.333,0.351,0.611,0.962,38,3,172,0.221,0.265,0.585
416,Jung HooLee,CF,SF,13,35,6,12,2,0,1,5,5,4,2,0,0.343,0.425,0.486,0.911,38,2,145,0.262,0.31,0.641
117,RoyceLewis,3B,MIN,16,40,3,10,6,0,1,9,4,10,0,0,0.25,0.311,0.475,0.786,68,16,292,0.233,0.295,0.747
14,FranciscoLindor,SS,NYM,19,55,4,8,2,0,1,5,3,8,0,0,0.145,0.197,0.236,0.433,169,33,618,0.273,0.344,0.844
454,TreyLipscomb,2B,WSH,21,50,6,20,2,1,1,7,5,7,1,2,0.4,0.455,0.54,0.995,38,1,190,0.2,0.268,0.5
416,TylerLocklear,1B,SEA,15,25,2,8,3,0,1,5,1,9,0,0,0.32,0.37,0.56,0.93,7,2,45,0.156,0.224,0.535
293,OttoLopez,SS,SF,18,23,5,5,1,0,1,9,4,4,0,0,0.217,0.333,0.391,0.724,109,6,403,0.27,0.313,0.69
207,GavinLux,SS,LAD,13,37,8,11,0,0,1,6,3,6,0,0,0.297,0.35,0.378,0.728,110,10,439,0.251,0.32,0.703
345,MartínMaldonado,C,CWS,15,31,3,4,2,0,1,3,5,10,1,0,0.129,0.25,0.29,0.54,16,4,135,0.119,0.174,0.404
523,CadeMarlowe,CF,SEA,15,27,6,8,2,0,1,3,0,7,2,1,0.296,0.296,0.481,0.777,2,0,8,0.25,0.333,0.583
10,KetelMarte,2B,AZ,19,54,10,20,6,1,1,6,3,10,0,0,0.37,0.424,0.574,0.998,147,36,504,0.292,0.372,0.932
523,MilesMastrobuoni,3B,CHC,22,49,3,14,2,0,1,3,3,9,5,1,0.286,0.321,0.388,0.709,19,0,98,0.194,0.245,0.469
523,CobyMayo,3B,BAL,23,50,7,18,7,0,1,11,6,12,1,0,0.36,0.448,0.56,1.008,4,0,41,0.098,0.196,0.294
244,JamesMcCann,C,BAL,12,34,2,7,2,0,1,3,0,9,0,0,0.206,0.206,0.353,0.559,50,8,214,0.234,0.279,0.667
77,AndrewMcCutchen,DH,PIT,8,19,2,6,0,0,1,1,2,5,0,0,0.316,0.435,0.474,0.909,104,20,448,0.232,0.328,0.739
379,ReeseMcGuire,C,BOS,13,30,7,9,3,0,1,6,5,7,1,1,0.3,0.4,0.5,0.9,29,3,139,0.209,0.28,0.575
416,RyanMcKenna,DH,BAL,16,37,3,5,2,0,1,3,5,14,1,1,0.135,0.233,0.27,0.503,3,2,14,0.214,0.267,0.91
345,ZachMcKinstry,3B,DET,18,35,8,10,1,0,1,7,10,8,2,0,0.286,0.426,0.4,0.826,64,4,297,0.215,0.277,0.614
77,RyanMcMahon,3B,COL,18,48,9,18,2,2,1,6,5,10,1,0,0.375,0.434,0.563,0.997,137,20,567,0.242,0.325,0.722
454,CurtisMead,3B,TB,22,49,5,13,1,0,1,8,5,5,0,0,0.265,0.339,0.347,0.686,29,1,122,0.238,0.282,0.569
379,DannyMendick,2B,CWS,24,41,4,9,2,0,1,4,3,11,1,1,0.22,0.273,0.341,0.614,26,3,132,0.197,0.243,0.561
523,MattMervis,1B,CHC,21,35,6,10,0,0,1,3,7,9,0,0,0.286,0.405,0.371,0.776,3,0,26,0.115,0.148,0.302
523,KameronMisner,CF,TB,8,12,4,3,0,0,1,3,3,5,0,0,0.25,0.4,0.5,0.9,1,0,15,0.067,0.067,0.134
244,GarrettMitchell,CF,MIL,14,47,7,15,2,0,1,8,4,16,2,0,0.319,0.385,0.426,0.811,50,8,196,0.255,0.342,0.811
145,MickeyMoniak,DH,LAA,23,53,3,15,4,0,1,4,4,16,3,1,0.283,0.328,0.415,0.743,86,14,392,0.219,0.266,0.646
311,GabrielMoreno,C,AZ,12,33,3,6,1,0,1,3,3,8,0,0,0.182,0.25,0.303,0.553,81,5,305,0.266,0.353,0.733
523,CarlosNarváez,C,NYY,10,13,2,3,1,0,1,2,4,6,0,0,0.231,0.412,0.538,0.95,3,0,13,0.231,0.333,0.564
379,KevinNewman,2B,AZ,20,36,3,7,1,0,1,4,5,11,0,1,0.194,0.293,0.306,0.599,80,3,288,0.278,0.311,0.686
345,TomásNido,C,NYM,13,19,2,4,0,0,1,3,0,2,0,0,0.211,0.25,0.368,0.618,25,4,130,0.192,0.219,0.534
454,RyanNoda,1B,OAK,20,51,7,14,1,1,1,3,7,16,1,0,0.275,0.383,0.392,0.775,13,1,95,0.137,0.255,0.466
222,ConnorNorby,2B,BAL,14,29,7,8,3,0,1,3,3,11,1,0,0.276,0.344,0.483,0.827,42,9,178,0.236,0.294,0.732
128,RyanO'Hearn,1B,BAL,16,40,4,13,2,0,1,4,8,9,0,0,0.325,0.438,0.45,0.888,117,15,443,0.264,0.334,0.761
311,EdwardOlivares,RF,PIT,19,48,4,10,3,1,1,6,1,10,0,0,0.208,0.224,0.375,0.599,39,5,174,0.224,0.291,0.624
24,MattOlson,1B,ATL,19,44,6,7,1,0,1,2,8,15,0,0,0.159,0.302,0.25,0.552,148,29,600,0.247,0.333,0.79
523,RafaelOrtega,LF,CWS,22,36,6,7,0,1,1,5,10,13,3,1,0.194,0.354,0.333,0.687,1,0,14,0.071,0.176,0.247
273,PedroPagés,C,STL,18,25,3,6,2,0,1,3,4,7,0,0,0.24,0.367,0.44,0.807,48,7,202,0.238,0.281,0.657
91,VinniePasquantino,1B,KC,15,44,5,11,4,0,1,8,4,4,0,0,0.25,0.313,0.409,0.722,130,19,496,0.262,0.315,0.761
416,GrahamPauley,1B,SD,18,36,9,11,1,1,1,3,7,9,1,0,0.306,0.419,0.472,0.891,4,2,32,0.125,0.125,0.438
523,LioverPeguero,2B,PIT,12,26,6,7,1,0,1,3,3,4,0,2,0.269,0.345,0.423,0.768,2,0,10,0.2,0.2,0.5
244,DavidPeralta,DH,CHC,6,18,4,8,1,1,1,6,2,4,0,0,0.444,0.5,0.778,1.278,63,8,236,0.267,0.335,0.75
42,JuricksonProfar,LF,SD,10,24,2,6,2,0,1,4,3,1,1,0,0.25,0.333,0.458,0.791,158,24,564,0.28,0.38,0.839
222,WenceelPérez,CF,DET,16,24,4,6,0,0,1,2,5,5,0,0,0.25,0.379,0.375,0.754,94,9,389,0.242,0.3,0.683
194,RobRefsnyder,RF,BOS,9,20,2,6,0,0,1,7,3,7,0,0,0.3,0.4,0.45,0.85,77,11,272,0.283,0.359,0.83
128,HunterRenfroe,RF,KC,12,31,2,5,0,0,1,3,5,9,0,0,0.161,0.278,0.258,0.536,88,15,385,0.229,0.297,0.689
523,PabloReyes,1B,BOS,23,44,8,7,1,0,1,3,12,8,1,1,0.159,0.333,0.25,0.583,11,0,60,0.183,0.234,0.451
523,ChuckieRobinson,X,CWS,18,32,4,7,0,1,1,5,1,9,0,0,0.219,0.257,0.375,0.632,9,0,70,0.129,0.197,0.326
345,VictorRobles,CF,WSH,15,38,8,14,3,0,1,3,4,10,1,0,0.368,0.455,0.526,0.981,78,4,254,0.307,0.381,0.814
244,BrayanRocchio,SS,CLE,17,48,7,12,5,0,1,2,2,5,0,0,0.25,0.294,0.417,0.711,79,8,383,0.206,0.298,0.614
244,JoshRojas,3B,SEA,15,33,4,6,2,0,1,6,8,10,2,1,0.182,0.333,0.333,0.666,95,8,422,0.225,0.304,0.64
379,EguyRosario,X,SD,16,35,3,9,3,0,1,6,4,10,2,0,0.257,0.341,0.429,0.77,13,3,53,0.245,0.286,0.814
416,EsteuryRuiz,LF,OAK,20,55,7,13,4,1,1,9,5,19,2,1,0.236,0.295,0.4,0.695,11,2,55,0.2,0.27,0.652
454,ThomasSaggese,X,STL,23,50,6,15,3,0,1,11,5,9,0,0,0.3,0.364,0.42,0.784,10,1,49,0.204,0.25,0.556
49,CarlosSantana,1B,MIN,17,44,4,14,0,0,1,3,5,8,0,0,0.318,0.4,0.386,0.786,124,23,521,0.238,0.328,0.748
293,CaseySchmitt,3B,SF,13,26,6,3,0,0,1,4,5,5,1,1,0.115,0.258,0.231,0.489,27,6,107,0.252,0.283,0.76
273,MaxSchuemann,2B,OAK,20,34,8,10,0,0,1,4,4,7,1,0,0.294,0.405,0.382,0.787,87,7,396,0.22,0.311,0.619
523,ZackShort,2B,NYM,18,40,8,12,4,0,1,8,7,6,3,0,0.3,0.404,0.475,0.879,9,0,70,0.129,0.282,0.453
101,JoseSiri,CF,TB,17,37,3,6,1,0,1,7,3,13,3,1,0.162,0.22,0.27,0.49,75,18,402,0.187,0.255,0.621
293,DominicSmith,1B,CHC,9,26,3,9,2,0,1,3,0,6,0,0,0.346,0.37,0.538,0.908,64,6,275,0.233,0.313,0.691
244,LenynSosa,2B,CWS,8,15,4,5,0,0,1,2,2,2,0,0,0.333,0.444,0.533,0.977,89,8,351,0.254,0.283,0.642
311,DJStewart,RF,NYM,15,40,4,7,2,0,1,1,7,11,0,0,0.175,0.34,0.3,0.64,28,5,158,0.177,0.325,0.622
194,BrysonStott,2B,PHI,19,55,7,11,2,1,1,6,1,14,1,1,0.2,0.214,0.327,0.541,124,11,506,0.245,0.315,0.671
454,BrettSullivan,X,SD,14,28,4,7,1,1,1,3,2,2,0,0,0.25,0.3,0.464,0.764,3,1,16,0.188,0.235,0.61
345,TreySweeney,SS,LAD,16,20,3,6,1,0,1,2,3,4,0,0,0.3,0.391,0.5,0.891,24,4,110,0.218,0.269,0.642
64,FernandoTatis,RF,SD,14,31,2,7,2,0,1,5,3,8,1,0,0.226,0.306,0.387,0.693,110,21,398,0.276,0.34,0.832
345,ChrisTaylor,3B,LAD,14,38,3,7,3,0,1,6,2,20,0,0,0.184,0.244,0.342,0.586,43,4,213,0.202,0.298,0.598
273,TyroneTaylor,CF,NYM,16,42,5,11,1,1,1,7,6,9,1,0,0.262,0.347,0.405,0.752,79,7,319,0.248,0.299,0.7
157,RowdyTellez,1B,PIT,18,41,2,9,1,0,1,4,7,15,0,0,0.22,0.333,0.317,0.65,93,13,383,0.243,0.299,0.691
379,AlekThomas,CF,AZ,15,38,8,12,2,2,1,8,2,2,1,0,0.316,0.366,0.553,0.919,18,3,95,0.189,0.245,0.603
